id_proposicao,codTema,tema,relevancia
2268486,56,Saúde,0
2268497,56,Saúde,0
2268485,56,Saúde,0
2268489,41,Cidades e Desenvolvimento Urbano,0
2268489,52,Previdência e Assistência Social,0
2268498,46,Educação,0
2268487,56,Saúde,0
2268493,40,Economia,0
2268500,64,"Agricultura, Pecuária, Pesca e Extrativismo",0
2268500,51,Estrutura Fundiária,0
2268488,56,Saúde,0
2268501,34,Administração Pública,0
2268499,41,Cidades e Desenvolvimento Urbano,0
2268560,56,Saúde,0
2268490,46,Educação,0
2268562,34,Administração Pública,0
2268562,40,Economia,0
2268562,70,Finanças Públicas e Orçamento,0
2268495,56,Saúde,0
2268568,52,Previdência e Assistência Social,0
2268561,44,Direitos Humanos e Minorias,0
2268561,46,Educação,0
2268561,56,Saúde,0
2268496,55,Relações Internacionais e Comércio Exterior,0
2268572,34,Administração Pública,0
2268572,61,"Viação, Transporte e Mobilidade",0
2268559,46,Educação,0
2268574,34,Administração Pública,0
2268574,61,"Viação, Transporte e Mobilidade",0
2268570,40,Economia,0
2268570,70,Finanças Públicas e Orçamento,0
2268564,34,Administração Pública,0
2268564,37,Comunicações,0
2268564,52,Previdência e Assistência Social,0
2268575,40,Economia,0
2268575,61,"Viação, Transporte e Mobilidade",0
2268571,53,Processo Legislativo e Atuação Parlamentar,0
2268566,37,Comunicações,0
2268566,52,Previdência e Assistência Social,0
2268569,54,"Energia, Recursos Hídricos e Minerais",0
2268567,40,Economia,0
2268573,54,"Energia, Recursos Hídricos e Minerais",0
2268578,55,Relações Internacionais e Comércio Exterior,0
2268577,56,Saúde,0
2268601,54,"Energia, Recursos Hídricos e Minerais",0
2268599,56,Saúde,0
2268621,56,Saúde,0
2268619,44,Direitos Humanos e Minorias,0
2268619,56,Saúde,0
2268627,34,Administração Pública,0
2268627,53,Processo Legislativo e Atuação Parlamentar,0
2268626,57,Defesa e Segurança,0
2268626,40,Economia,0
2268636,62,"Ciência, Tecnologia e Inovação",0
2268636,55,Relações Internacionais e Comércio Exterior,0
2268625,40,Economia,0
2268625,54,"Energia, Recursos Hídricos e Minerais",0
2268638,55,Relações Internacionais e Comércio Exterior,0
2268639,40,Economia,0
2268632,40,Economia,0
2268634,56,Saúde,0
2268646,34,Administração Pública,0
2268646,43,Direito Penal e Processual Penal,0
2268633,34,Administração Pública,0
2268633,41,Cidades e Desenvolvimento Urbano,0
2268635,48,Meio Ambiente e Desenvolvimento Sustentável,0
2268647,35,"Arte, Cultura e Religião",0
2268647,39,Esporte e Lazer,0
2268637,55,Relações Internacionais e Comércio Exterior,0
2268637,56,Saúde,0
2268651,67,Direito e Defesa do Consumidor,0
2268651,66,"Indústria, Comércio e Serviços",0
2268651,56,Saúde,0
2268642,44,Direitos Humanos e Minorias,0
2268642,56,Saúde,0
2268644,43,Direito Penal e Processual Penal,0
2268644,56,Saúde,0
2268648,44,Direitos Humanos e Minorias,0
2268648,70,Finanças Públicas e Orçamento,0
2268648,58,Trabalho e Emprego,0
2268643,44,Direitos Humanos e Minorias,0
2268643,70,Finanças Públicas e Orçamento,0
2268643,58,Trabalho e Emprego,0
2268657,43,Direito Penal e Processual Penal,0
2268657,56,Saúde,0
2268645,44,Direitos Humanos e Minorias,0
2268645,70,Finanças Públicas e Orçamento,0
2268645,52,Previdência e Assistência Social,0
2268645,58,Trabalho e Emprego,0
2268653,72,Homenagens e Datas Comemorativas,0
2268662,64,"Agricultura, Pecuária, Pesca e Extrativismo",0
2268662,48,Meio Ambiente e Desenvolvimento Sustentável,0
2268649,56,Saúde,0
2268656,67,Direito e Defesa do Consumidor,0
2268656,44,Direitos Humanos e Minorias,0
2268656,61,"Viação, Transporte e Mobilidade",0
2268664,44,Direitos Humanos e Minorias,0
2268664,70,Finanças Públicas e Orçamento,0
2268664,52,Previdência e Assistência Social,0
2268650,44,Direitos Humanos e Minorias,0
2268650,70,Finanças Públicas e Orçamento,0
2268650,58,Trabalho e Emprego,0
2268660,34,Administração Pública,0
2268660,44,Direitos Humanos e Minorias,0
2268660,52,Previdência e Assistência Social,0
2268652,44,Direitos Humanos e Minorias,0
2268668,34,Administração Pública,0
2268668,44,Direitos Humanos e Minorias,0
2268668,70,Finanças Públicas e Orçamento,0
2268668,52,Previdência e Assistência Social,0
2268668,58,Trabalho e Emprego,0
2268659,42,Direito Civil e Processual Civil,0
2268659,70,Finanças Públicas e Orçamento,0
2268659,66,"Indústria, Comércio e Serviços",0
2268655,43,Direito Penal e Processual Penal,0
2268670,52,Previdência e Assistência Social,0
2268670,56,Saúde,0
2268661,72,Homenagens e Datas Comemorativas,0
2268658,57,Defesa e Segurança,0
2268658,44,Direitos Humanos e Minorias,0
2268663,56,Saúde,0
2268674,46,Educação,0
2268674,52,Previdência e Assistência Social,0
2268674,56,Saúde,0
2268666,56,Saúde,0
2268675,56,Saúde,0
2268665,62,"Ciência, Tecnologia e Inovação",0
2268665,66,"Indústria, Comércio e Serviços",0
2268667,56,Saúde,0
2268676,48,Meio Ambiente e Desenvolvimento Sustentável,0
2268672,57,Defesa e Segurança,0
2268672,43,Direito Penal e Processual Penal,0
2268672,44,Direitos Humanos e Minorias,0
2268669,58,Trabalho e Emprego,0
2268677,43,Direito Penal e Processual Penal,0
2268677,56,Saúde,0
2268678,58,Trabalho e Emprego,0
2268671,43,Direito Penal e Processual Penal,0
2268680,70,Finanças Públicas e Orçamento,0
2268680,66,"Indústria, Comércio e Serviços",0
2268673,70,Finanças Públicas e Orçamento,0
2268673,58,Trabalho e Emprego,0
2268682,62,"Ciência, Tecnologia e Inovação",0
2268682,70,Finanças Públicas e Orçamento,0
2268682,55,Relações Internacionais e Comércio Exterior,0
2268681,34,Administração Pública,0
2268681,57,Defesa e Segurança,0
2268681,48,Meio Ambiente e Desenvolvimento Sustentável,0
2268692,46,Educação,0
2268684,46,Educação,0
2268686,35,"Arte, Cultura e Religião",0
2268686,56,Saúde,0
2268688,44,Direitos Humanos e Minorias,0
2268688,70,Finanças Públicas e Orçamento,0
2268688,52,Previdência e Assistência Social,0
2268690,72,Homenagens e Datas Comemorativas,0
2268690,48,Meio Ambiente e Desenvolvimento Sustentável,0
2268693,34,Administração Pública,0
2268693,56,Saúde,0
2268700,74,"Política, Partidos e Eleições",0
2268700,56,Saúde,0
2268691,44,Direitos Humanos e Minorias,0
2268691,46,Educação,0
2268691,70,Finanças Públicas e Orçamento,0
2268691,52,Previdência e Assistência Social,0
2268704,54,"Energia, Recursos Hídricos e Minerais",0
2268695,42,Direito Civil e Processual Civil,0
2268705,57,Defesa e Segurança,0
2268705,56,Saúde,0
2268699,34,Administração Pública,0
2268696,52,Previdência e Assistência Social,0
2268696,56,Saúde,0
2268707,52,Previdência e Assistência Social,0
2268701,70,Finanças Públicas e Orçamento,0
2268701,56,Saúde,0
2268697,53,Processo Legislativo e Atuação Parlamentar,0
2268706,43,Direito Penal e Processual Penal,0
2268706,44,Direitos Humanos e Minorias,0
2268703,44,Direitos Humanos e Minorias,0
2268703,52,Previdência e Assistência Social,0
2268703,56,Saúde,0
2268698,56,Saúde,0
2268708,44,Direitos Humanos e Minorias,0
2268708,61,"Viação, Transporte e Mobilidade",0
2268709,34,Administração Pública,0
2268709,42,Direito Civil e Processual Civil,0
2268714,44,Direitos Humanos e Minorias,0
2268714,56,Saúde,0
2268719,44,Direitos Humanos e Minorias,0
2268719,61,"Viação, Transporte e Mobilidade",0
2268721,44,Direitos Humanos e Minorias,0
2268721,56,Saúde,0
2268724,44,Direitos Humanos e Minorias,0
2268724,74,"Política, Partidos e Eleições",0
2268711,44,Direitos Humanos e Minorias,0
2268711,46,Educação,0
2268711,70,Finanças Públicas e Orçamento,0
2268725,44,Direitos Humanos e Minorias,0
2268725,74,"Política, Partidos e Eleições",0
2268713,56,Saúde,0
2268726,44,Direitos Humanos e Minorias,0
2268726,46,Educação,0
2268715,40,Economia,0
2268727,44,Direitos Humanos e Minorias,0
2268727,39,Esporte e Lazer,0
2268730,57,Defesa e Segurança,0
2268730,44,Direitos Humanos e Minorias,0
2268730,66,"Indústria, Comércio e Serviços",0
2268716,70,Finanças Públicas e Orçamento,0
2268716,66,"Indústria, Comércio e Serviços",0
2268716,48,Meio Ambiente e Desenvolvimento Sustentável,0
2268716,61,"Viação, Transporte e Mobilidade",0
2268733,57,Defesa e Segurança,0
2268733,44,Direitos Humanos e Minorias,0
2268717,34,Administração Pública,0
2268717,44,Direitos Humanos e Minorias,0
2268717,70,Finanças Públicas e Orçamento,0
2268717,58,Trabalho e Emprego,0
2268732,43,Direito Penal e Processual Penal,0
2268732,48,Meio Ambiente e Desenvolvimento Sustentável,0
2268720,43,Direito Penal e Processual Penal,0
2268720,44,Direitos Humanos e Minorias,0
2268722,43,Direito Penal e Processual Penal,0
2268722,44,Direitos Humanos e Minorias,0
2268739,34,Administração Pública,0
2268739,37,Comunicações,0
2268739,54,"Energia, Recursos Hídricos e Minerais",0
2268735,43,Direito Penal e Processual Penal,0
2268742,42,Direito Civil e Processual Civil,0
2268737,70,Finanças Públicas e Orçamento,0
2268737,66,"Indústria, Comércio e Serviços",0
2268723,44,Direitos Humanos e Minorias,0
2268723,56,Saúde,0
2268741,41,Cidades e Desenvolvimento Urbano,0
2268741,40,Economia,0
2268728,46,Educação,0
2268728,56,Saúde,0
2268740,42,Direito Civil e Processual Civil,0
2268729,57,Defesa e Segurança,0
2268729,44,Direitos Humanos e Minorias,0
2268729,61,"Viação, Transporte e Mobilidade",0
2268743,44,Direitos Humanos e Minorias,0
2268743,61,"Viação, Transporte e Mobilidade",0
2268751,56,Saúde,0
2268744,42,Direito Civil e Processual Civil,0
2268744,44,Direitos Humanos e Minorias,0
2268747,44,Direitos Humanos e Minorias,0
2268752,43,Direito Penal e Processual Penal,0
2268745,66,"Indústria, Comércio e Serviços",0
2268755,43,Direito Penal e Processual Penal,0
2268755,72,Homenagens e Datas Comemorativas,0
2268759,34,Administração Pública,0
2268759,43,Direito Penal e Processual Penal,0
2268759,44,Direitos Humanos e Minorias,0
2268746,57,Defesa e Segurança,0
2268746,44,Direitos Humanos e Minorias,0
2268746,53,Processo Legislativo e Atuação Parlamentar,0
2268760,34,Administração Pública,0
2268760,43,Direito Penal e Processual Penal,0
2268760,44,Direitos Humanos e Minorias,0
2268748,57,Defesa e Segurança,0
2268748,43,Direito Penal e Processual Penal,0
2268748,44,Direitos Humanos e Minorias,0
2268766,43,Direito Penal e Processual Penal,0
2268764,43,Direito Penal e Processual Penal,0
2268749,57,Defesa e Segurança,0
2268749,44,Direitos Humanos e Minorias,0
2268749,56,Saúde,0
2268754,70,Finanças Públicas e Orçamento,0
2268754,56,Saúde,0
2268765,72,Homenagens e Datas Comemorativas,0
2268765,56,Saúde,0
2268768,76,Direito e Justiça,0
2268768,43,Direito Penal e Processual Penal,0
2268753,34,Administração Pública,0
2268753,56,Saúde,0
2268772,34,Administração Pública,0
2268772,57,Defesa e Segurança,0
2268772,43,Direito Penal e Processual Penal,0
2268769,43,Direito Penal e Processual Penal,0
2268769,44,Direitos Humanos e Minorias,0
2268773,44,Direitos Humanos e Minorias,0
2268773,46,Educação,0
2268773,56,Saúde,0
2268757,57,Defesa e Segurança,0
2268757,43,Direito Penal e Processual Penal,0
2268757,44,Direitos Humanos e Minorias,0
2268771,40,Economia,0
2268771,56,Saúde,0
2268775,67,Direito e Defesa do Consumidor,0
2268775,56,Saúde,0
2268779,44,Direitos Humanos e Minorias,0
2268779,46,Educação,0
2268779,70,Finanças Públicas e Orçamento,0
2268781,57,Defesa e Segurança,0
2268781,43,Direito Penal e Processual Penal,0
2268781,44,Direitos Humanos e Minorias,0
2268762,43,Direito Penal e Processual Penal,0
2268762,44,Direitos Humanos e Minorias,0
2268778,53,Processo Legislativo e Atuação Parlamentar,0
2268783,62,"Ciência, Tecnologia e Inovação",0
2268783,57,Defesa e Segurança,0
2268782,42,Direito Civil e Processual Civil,0
2268782,44,Direitos Humanos e Minorias,0
2268782,56,Saúde,0
2268770,44,Direitos Humanos e Minorias,0
2268784,34,Administração Pública,0
2268785,57,Defesa e Segurança,0
2268785,42,Direito Civil e Processual Civil,0
2268785,43,Direito Penal e Processual Penal,0
2268787,72,Homenagens e Datas Comemorativas,0
2268777,43,Direito Penal e Processual Penal,0
2268777,44,Direitos Humanos e Minorias,0
2268777,56,Saúde,0
2268788,74,"Política, Partidos e Eleições",0
2268791,40,Economia,0
2268791,66,"Indústria, Comércio e Serviços",0
2268786,44,Direitos Humanos e Minorias,0
2268786,70,Finanças Públicas e Orçamento,0
2268786,58,Trabalho e Emprego,0
2268790,37,Comunicações,0
2268790,39,Esporte e Lazer,0
2268794,44,Direitos Humanos e Minorias,0
2268794,61,"Viação, Transporte e Mobilidade",0
2268796,44,Direitos Humanos e Minorias,0
2268796,70,Finanças Públicas e Orçamento,0
2268796,52,Previdência e Assistência Social,0
2268796,56,Saúde,0
2268804,66,"Indústria, Comércio e Serviços",0
2268804,56,Saúde,0
2268795,37,Comunicações,0
2268795,66,"Indústria, Comércio e Serviços",0
2268798,70,Finanças Públicas e Orçamento,0
2268798,66,"Indústria, Comércio e Serviços",0
2268809,61,"Viação, Transporte e Mobilidade",0
2268800,44,Direitos Humanos e Minorias,0
2268800,70,Finanças Públicas e Orçamento,0
2268800,52,Previdência e Assistência Social,0
2268800,58,Trabalho e Emprego,0
2268801,43,Direito Penal e Processual Penal,0
2268801,54,"Energia, Recursos Hídricos e Minerais",0
2268812,56,Saúde,0
2268802,56,Saúde,0
2268803,44,Direitos Humanos e Minorias,0
2268803,70,Finanças Públicas e Orçamento,0
2268803,58,Trabalho e Emprego,0
2268807,46,Educação,0
2268807,56,Saúde,0
2268806,43,Direito Penal e Processual Penal,0
2268806,48,Meio Ambiente e Desenvolvimento Sustentável,0
2268815,43,Direito Penal e Processual Penal,0
2268815,44,Direitos Humanos e Minorias,0
2268817,43,Direito Penal e Processual Penal,0
2268817,44,Direitos Humanos e Minorias,0
2268811,58,Trabalho e Emprego,0
2268808,70,Finanças Públicas e Orçamento,0
2268808,66,"Indústria, Comércio e Serviços",0
2268814,70,Finanças Públicas e Orçamento,0
2268814,66,"Indústria, Comércio e Serviços",0
2268823,57,Defesa e Segurança,0
2268823,43,Direito Penal e Processual Penal,0
2268823,44,Direitos Humanos e Minorias,0
2268829,44,Direitos Humanos e Minorias,0
2268829,58,Trabalho e Emprego,0
2268827,56,Saúde,0
2268827,58,Trabalho e Emprego,0
2268827,61,"Viação, Transporte e Mobilidade",0
2268818,64,"Agricultura, Pecuária, Pesca e Extrativismo",0
2268818,66,"Indústria, Comércio e Serviços",0
2268818,48,Meio Ambiente e Desenvolvimento Sustentável,0
2268830,44,Direitos Humanos e Minorias,0
2268830,39,Esporte e Lazer,0
2268830,70,Finanças Públicas e Orçamento,0
2268820,34,Administração Pública,0
2268820,44,Direitos Humanos e Minorias,0
2268820,58,Trabalho e Emprego,0
2268831,44,Direitos Humanos e Minorias,0
2268821,42,Direito Civil e Processual Civil,0
2268821,48,Meio Ambiente e Desenvolvimento Sustentável,0
2268832,44,Direitos Humanos e Minorias,0
2268832,72,Homenagens e Datas Comemorativas,0
2268838,56,Saúde,0
2268838,58,Trabalho e Emprego,0
2268838,61,"Viação, Transporte e Mobilidade",0
2268824,61,"Viação, Transporte e Mobilidade",0
2268837,43,Direito Penal e Processual Penal,0
2268825,57,Defesa e Segurança,0
2268825,46,Educação,0
2268825,56,Saúde,0
2268840,61,"Viação, Transporte e Mobilidade",0
2268826,56,Saúde,0
2268841,53,Processo Legislativo e Atuação Parlamentar,0
2268841,56,Saúde,0
2268844,56,Saúde,0
2268844,58,Trabalho e Emprego,0
2268828,44,Direitos Humanos e Minorias,0
2268833,34,Administração Pública,0
2268833,44,Direitos Humanos e Minorias,0
2268833,46,Educação,0
2268833,70,Finanças Públicas e Orçamento,0
2268845,44,Direitos Humanos e Minorias,0
2268845,56,Saúde,0
2268847,56,Saúde,0
2268834,70,Finanças Públicas e Orçamento,0
2268849,51,Estrutura Fundiária,0
2268849,48,Meio Ambiente e Desenvolvimento Sustentável,0
2268836,34,Administração Pública,0
2268836,43,Direito Penal e Processual Penal,0
2268836,44,Direitos Humanos e Minorias,0
2268839,43,Direito Penal e Processual Penal,0
2268839,44,Direitos Humanos e Minorias,0
2268839,58,Trabalho e Emprego,0
2268842,57,Defesa e Segurança,0
2268842,43,Direito Penal e Processual Penal,0
2268857,34,Administração Pública,0
2268857,46,Educação,0
2268857,70,Finanças Públicas e Orçamento,0
2268858,44,Direitos Humanos e Minorias,0
2268858,39,Esporte e Lazer,0
2268858,70,Finanças Públicas e Orçamento,0
2268846,57,Defesa e Segurança,0
2268846,43,Direito Penal e Processual Penal,0
2268846,44,Direitos Humanos e Minorias,0
2268861,44,Direitos Humanos e Minorias,0
2268861,70,Finanças Públicas e Orçamento,0
2268861,53,Processo Legislativo e Atuação Parlamentar,0
2268863,66,"Indústria, Comércio e Serviços",0
2268863,58,Trabalho e Emprego,0
2268860,44,Direitos Humanos e Minorias,0
2268860,70,Finanças Públicas e Orçamento,0
2268848,44,Direitos Humanos e Minorias,0
2268848,56,Saúde,0
2268851,70,Finanças Públicas e Orçamento,0
2268851,56,Saúde,0
2268851,58,Trabalho e Emprego,0
2268855,40,Economia,0
2268855,66,"Indústria, Comércio e Serviços",0
2268865,44,Direitos Humanos e Minorias,0
2268865,52,Previdência e Assistência Social,0
2268865,56,Saúde,0
2268853,35,"Arte, Cultura e Religião",0
2268853,43,Direito Penal e Processual Penal,0
2268859,43,Direito Penal e Processual Penal,0
2268873,34,Administração Pública,0
2268873,56,Saúde,0
2268862,44,Direitos Humanos e Minorias,0
2268881,44,Direitos Humanos e Minorias,0
2268883,70,Finanças Públicas e Orçamento,0
2268883,66,"Indústria, Comércio e Serviços",0
2268883,56,Saúde,0
2268882,46,Educação,0
2268884,70,Finanças Públicas e Orçamento,0
2268884,66,"Indústria, Comércio e Serviços",0
2268885,48,Meio Ambiente e Desenvolvimento Sustentável,0
2268887,44,Direitos Humanos e Minorias,0
2268887,70,Finanças Públicas e Orçamento,0
2268889,37,Comunicações,0
2268889,67,Direito e Defesa do Consumidor,0
2268889,66,"Indústria, Comércio e Serviços",0
2268886,57,Defesa e Segurança,0
2268886,72,Homenagens e Datas Comemorativas,0
2268888,44,Direitos Humanos e Minorias,0
2268888,66,"Indústria, Comércio e Serviços",0
2268888,56,Saúde,0
2268880,44,Direitos Humanos e Minorias,0
2268892,61,"Viação, Transporte e Mobilidade",0
2268890,70,Finanças Públicas e Orçamento,0
2268890,56,Saúde,0
2268894,61,"Viação, Transporte e Mobilidade",0
2268893,61,"Viação, Transporte e Mobilidade",0
2268891,55,Relações Internacionais e Comércio Exterior,0
2268895,52,Previdência e Assistência Social,0
2268896,64,"Agricultura, Pecuária, Pesca e Extrativismo",0
2268900,54,"Energia, Recursos Hídricos e Minerais",0
2268898,58,Trabalho e Emprego,0
2268897,57,Defesa e Segurança,0
2268897,48,Meio Ambiente e Desenvolvimento Sustentável,0
2268897,61,"Viação, Transporte e Mobilidade",0
2268901,40,Economia,0
2268901,66,"Indústria, Comércio e Serviços",0
2268899,44,Direitos Humanos e Minorias,0
2268902,61,"Viação, Transporte e Mobilidade",0
2268921,37,Comunicações,0
2268921,67,Direito e Defesa do Consumidor,0
2268922,56,Saúde,0
2268925,56,Saúde,0
2268927,56,Saúde,0
2268933,66,"Indústria, Comércio e Serviços",0
2268931,72,Homenagens e Datas Comemorativas,0
2268924,42,Direito Civil e Processual Civil,0
2268924,40,Economia,0
2268924,56,Saúde,0
2268937,48,Meio Ambiente e Desenvolvimento Sustentável,0
2268932,57,Defesa e Segurança,0
2268932,74,"Política, Partidos e Eleições",0
2268923,56,Saúde,0
2268923,58,Trabalho e Emprego,0
2268934,67,Direito e Defesa do Consumidor,0
2268934,61,"Viação, Transporte e Mobilidade",0
2268936,34,Administração Pública,0
2268936,70,Finanças Públicas e Orçamento,0
2268936,74,"Política, Partidos e Eleições",0
2268942,57,Defesa e Segurança,0
2268935,34,Administração Pública,0
2268935,56,Saúde,0
2268938,34,Administração Pública,0
2268938,67,Direito e Defesa do Consumidor,0
2268938,70,Finanças Públicas e Orçamento,0
2268938,61,"Viação, Transporte e Mobilidade",0
2268944,48,Meio Ambiente e Desenvolvimento Sustentável,0
2268939,61,"Viação, Transporte e Mobilidade",0
2268941,44,Direitos Humanos e Minorias,0
2268941,54,"Energia, Recursos Hídricos e Minerais",0
2268952,52,Previdência e Assistência Social,0
2268952,56,Saúde,0
2268948,52,Previdência e Assistência Social,0
2268943,37,Comunicações,0
2268943,43,Direito Penal e Processual Penal,0
2268950,62,"Ciência, Tecnologia e Inovação",0
2268950,52,Previdência e Assistência Social,0
2268945,46,Educação,0
2268945,52,Previdência e Assistência Social,0
2268945,56,Saúde,0
2268955,54,"Energia, Recursos Hídricos e Minerais",0
2268958,44,Direitos Humanos e Minorias,0
2268960,37,Comunicações,0
2268960,67,Direito e Defesa do Consumidor,0
2268957,54,"Energia, Recursos Hídricos e Minerais",0
2268957,52,Previdência e Assistência Social,0
2268947,44,Direitos Humanos e Minorias,0
2268947,46,Educação,0
2268961,52,Previdência e Assistência Social,0
2268961,58,Trabalho e Emprego,0
2268959,61,"Viação, Transporte e Mobilidade",0
2268949,56,Saúde,0
2268965,48,Meio Ambiente e Desenvolvimento Sustentável,0
2268966,48,Meio Ambiente e Desenvolvimento Sustentável,0
2268951,56,Saúde,0
2268967,42,Direito Civil e Processual Civil,0
2268967,76,Direito e Justiça,0
2268953,61,"Viação, Transporte e Mobilidade",0
2268968,62,"Ciência, Tecnologia e Inovação",0
2268968,37,Comunicações,0
2268954,34,Administração Pública,0
2268971,56,Saúde,0
2268962,40,Economia,0
2268969,66,"Indústria, Comércio e Serviços",0
2268969,56,Saúde,0
2268963,34,Administração Pública,0
2268963,44,Direitos Humanos e Minorias,0
2268963,56,Saúde,0
2268964,35,"Arte, Cultura e Religião",0
2268964,44,Direitos Humanos e Minorias,0
2268964,46,Educação,0
2268973,61,"Viação, Transporte e Mobilidade",0
2268974,35,"Arte, Cultura e Religião",0
2268975,44,Direitos Humanos e Minorias,0
2268975,70,Finanças Públicas e Orçamento,0
2268975,66,"Indústria, Comércio e Serviços",0
2268972,46,Educação,0
2268972,56,Saúde,0
2268976,43,Direito Penal e Processual Penal,0
2268976,44,Direitos Humanos e Minorias,0
2268977,57,Defesa e Segurança,0
2268977,43,Direito Penal e Processual Penal,0
2268977,44,Direitos Humanos e Minorias,0
2268979,34,Administração Pública,0
2268979,44,Direitos Humanos e Minorias,0
2268984,44,Direitos Humanos e Minorias,0
2268984,56,Saúde,0
2268978,41,Cidades e Desenvolvimento Urbano,0
2268978,44,Direitos Humanos e Minorias,0
2268978,70,Finanças Públicas e Orçamento,0
2268978,52,Previdência e Assistência Social,0
2268997,46,Educação,0
2268999,34,Administração Pública,0
2268999,37,Comunicações,0
2268998,37,Comunicações,0
2268998,43,Direito Penal e Processual Penal,0
2269004,44,Direitos Humanos e Minorias,0
2269004,70,Finanças Públicas e Orçamento,0
2269004,58,Trabalho e Emprego,0
2268996,44,Direitos Humanos e Minorias,0
2268996,70,Finanças Públicas e Orçamento,0
2268996,58,Trabalho e Emprego,0
2269001,64,"Agricultura, Pecuária, Pesca e Extrativismo",0
2269001,70,Finanças Públicas e Orçamento,0
2269006,44,Direitos Humanos e Minorias,0
2269006,70,Finanças Públicas e Orçamento,0
2269006,58,Trabalho e Emprego,0
2269003,44,Direitos Humanos e Minorias,0
2269003,70,Finanças Públicas e Orçamento,0
2269003,58,Trabalho e Emprego,0
2269009,44,Direitos Humanos e Minorias,0
2269009,70,Finanças Públicas e Orçamento,0
2269009,58,Trabalho e Emprego,0
2269008,44,Direitos Humanos e Minorias,0
2269008,70,Finanças Públicas e Orçamento,0
2269008,58,Trabalho e Emprego,0
2269012,44,Direitos Humanos e Minorias,0
2269012,70,Finanças Públicas e Orçamento,0
2269012,58,Trabalho e Emprego,0
2269000,34,Administração Pública,0
2269000,46,Educação,0
2269013,43,Direito Penal e Processual Penal,0
2269013,70,Finanças Públicas e Orçamento,0
2269013,58,Trabalho e Emprego,0
2269002,37,Comunicações,0
2269002,66,"Indústria, Comércio e Serviços",0
2269016,44,Direitos Humanos e Minorias,0
2269016,70,Finanças Públicas e Orçamento,0
2269016,58,Trabalho e Emprego,0
2269018,44,Direitos Humanos e Minorias,0
2269018,70,Finanças Públicas e Orçamento,0
2269018,58,Trabalho e Emprego,0
2269005,44,Direitos Humanos e Minorias,0
2269005,70,Finanças Públicas e Orçamento,0
2269005,58,Trabalho e Emprego,0
2269020,41,Cidades e Desenvolvimento Urbano,0
2269020,40,Economia,0
2269007,44,Direitos Humanos e Minorias,0
2269007,70,Finanças Públicas e Orçamento,0
2269007,58,Trabalho e Emprego,0
2269045,44,Direitos Humanos e Minorias,0
2269045,70,Finanças Públicas e Orçamento,0
2269045,58,Trabalho e Emprego,0
2269043,44,Direitos Humanos e Minorias,0
2269043,70,Finanças Públicas e Orçamento,0
2269043,58,Trabalho e Emprego,0
