id_votacao,sigla_partido,orientacao
2313781-74,AVANTE,Não
2313781-74,Minoria,Sim
2313781-74,NOVO,Não
2313781-74,PCdoB,
2313781-74,PSOL,Sim
2313781-74,REDE,Sim
2313781-74,Maioria,Não
2313781-57,PSOL,Obstrução
2313781-57,PSC,Não
2313781-57,REPUBLICANOS,Não
2313781-57,Governo,Não
2313781-57,REDE,Obstrução
2313781-57,PDT,Obstrução
2313781-57,PSDB,Não
2313781-57,MDB,Não
2313781-57,CIDADANIA,
2313781-57,PV,Obstrução
2313781-57,PSD,Não
2313781-57,Oposição,Obstrução
2313781-57,Minoria,Obstrução
2313781-57,PSB,Obstrução
2313781-57,PATRIOTA,Não
2313781-57,UNIÃO,Não
2313781-57,PODE,Não
2313781-57,NOVO,Não
2313781-57,PROS,Não
2313781-57,PCdoB,Obstrução
2313781-57,Maioria,Não
2313781-57,PL,Não
2313781-57,SOLIDARIEDADE,Não
2313781-57,PTB,Não
2313781-57,AVANTE,Não
2313781-57,PT,Obstrução
2313781-57,PP,Não
2313781-82,PSC,Não
2313781-82,PP,Não
2313781-82,PSB,Sim
2313781-82,PV,Sim
2313781-82,PODE,Não
2313781-82,NOVO,Não
2313781-82,PSDB,Não
2313781-82,Oposição,Sim
2313781-82,REPUBLICANOS,Não
2313781-82,PTB,Não
2313781-82,REDE,Sim
2313781-82,AVANTE,Não
2313781-82,Maioria,Não
2313781-82,PSOL,Sim
2313781-82,PT,Sim
2313781-82,PROS,Não
2313781-82,PL,Não
2313781-82,Governo,Não
2313781-82,Minoria,Sim
2313781-82,CIDADANIA,
2313781-82,MDB,Não
2313781-82,PCdoB,
2313781-82,SOLIDARIEDADE,Não
2313781-82,UNIÃO,Não
2313781-82,PSD,Não
2313781-82,PDT,Sim
2313781-82,PATRIOTA,Não
2313781-70,Minoria,Sim
2313781-70,Governo,Não
2313781-70,SOLIDARIEDADE,Não
2313781-70,PATRIOTA,Não
2313781-70,PCdoB,Sim
2313781-70,PSDB,Não
2313781-70,PL,Não
2313781-70,PTB,Não
2313781-70,CIDADANIA,
2313781-70,PSC,Não
2313781-70,PV,Sim
2313781-70,Oposição,Sim
2313781-70,NOVO,Não
2313781-70,REPUBLICANOS,Não
2313781-70,PROS,Não
2313781-70,REDE,Sim
2313781-70,PSOL,Sim
2313781-70,PSB,Sim
2313781-70,PP,Não
2313781-70,AVANTE,Não
2313781-70,PODE,Não
2313781-70,MDB,Não
2313781-70,Maioria,Não
2313781-70,PDT,Sim
2313781-70,UNIÃO,Não
2313781-70,PSD,Não
2313781-70,PT,Sim
2313781-71,PV,Sim
2313781-71,PTB,Não
2313781-71,PSOL,Sim
2313781-71,Governo,Não
2313781-71,Maioria,Não
2313781-71,REDE,Sim
2313781-71,Oposição,Sim
2313781-71,CIDADANIA,
2313781-71,PL,Não
2313781-71,PATRIOTA,Não
2313781-71,AVANTE,Não
2313781-71,NOVO,Não
2313781-71,Minoria,Sim
2313781-71,MDB,Não
2313781-71,PSB,Sim
2313781-71,PSC,Não
2313781-71,PT,Sim
2313781-71,REPUBLICANOS,Não
2313781-71,SOLIDARIEDADE,Não
2313781-71,PODE,Não
2313781-71,UNIÃO,Não
2313781-71,PSDB,Não
2313781-71,PSD,Não
2313781-71,PCdoB,Sim
2313781-71,PROS,Não
2313781-71,PDT,Sim
2313781-71,PP,Não
2313781-47,PSD,Não
2313781-47,PCdoB,Obstrução
2313781-47,PV,Obstrução
2313781-47,REDE,Obstrução
2313781-47,PSC,
2313781-47,PSDB,Não
2313781-47,PSOL,Obstrução
2313781-47,PL,Não
2313781-47,PROS,
2313781-47,PP,Não
2313781-47,PTB,
2313781-47,REPUBLICANOS,
2313781-47,PDT,Obstrução
2313781-47,Governo,
2313781-47,Maioria,
2313781-47,NOVO,Não
2313781-47,PODE,
2313781-47,Minoria,Obstrução
2313781-47,SOLIDARIEDADE,Não
2313781-47,MDB,Não
2313781-47,PT,Obstrução
2313781-47,PSB,Obstrução
2313781-47,Oposição,Obstrução
2313781-47,CIDADANIA,
2313781-47,PATRIOTA,Não
2313781-47,UNIÃO,Não
2313781-47,AVANTE,
2313781-91,Minoria,Sim
2313781-91,REDE,Sim
2313781-91,PROS,Não
2313781-91,SOLIDARIEDADE,Não
2313781-91,PSDB,Não
2313781-91,REPUBLICANOS,Não
2313781-91,PSD,Não
2313781-91,PCdoB,
2313781-91,PSB,Sim
2313781-91,Oposição,Sim
2313781-91,PATRIOTA,Não
2313781-91,PL,Não
2313781-91,Maioria,Não
2313781-91,PP,Não
2313781-91,CIDADANIA,
2313781-91,Governo,Não
2313781-91,PTB,Não
2313781-91,PSOL,Sim
2313781-91,PODE,Não
2313781-91,PDT,Sim
2313781-91,AVANTE,Não
2313781-91,PSC,Não
2313781-91,NOVO,Não
2313781-91,PT,Sim
2313781-91,UNIÃO,Não
2313781-91,PV,Sim
2313781-91,MDB,Não
2313781-63,PSOL,Não
2313781-63,Oposição,Não
2313781-63,PP,Sim
2313781-63,Minoria,Não
2313781-63,PTB,Sim
2313781-63,PCdoB,Não
2313781-63,PROS,Sim
2313781-63,Governo,Sim
2313781-63,PSD,Sim
2313781-63,PV,Não
2313781-63,MDB,Sim
2313781-63,UNIÃO,Sim
2313781-63,Maioria,Sim
2313781-63,NOVO,Sim
2313781-63,PSB,Não
2313781-63,REDE,Não
2313781-63,PATRIOTA,Sim
2313781-63,REPUBLICANOS,Sim
2313781-63,PT,Não
2313781-63,SOLIDARIEDADE,Sim
2313781-63,CIDADANIA,
2313781-63,PDT,Não
2313781-63,PSDB,Sim
2313781-63,PODE,Sim
2313781-63,PSC,Sim
2313781-63,AVANTE,Não
2313781-63,PL,Sim
2313781-39,PSD,Não
2313781-39,AVANTE,Não
2313781-39,PDT,Obstrução
2313781-39,Minoria,Obstrução
2313781-39,PT,Obstrução
2313781-39,PROS,Não
2313781-39,PCdoB,Obstrução
2313781-39,UNIÃO,Não
2313781-39,NOVO,Não
2313781-39,Oposição,Obstrução
2313781-39,PSOL,Obstrução
2313781-39,MDB,Não
2313781-39,CIDADANIA,Não
2313781-39,Governo,Não
2313781-39,REPUBLICANOS,Não
2313781-39,SOLIDARIEDADE,Não
2313781-39,PV,Obstrução
2313781-39,PP,Não
2313781-39,PSC,Não
2313781-39,PATRIOTA,Não
2313781-39,PODE,Não
2313781-39,PSB,Obstrução
2313781-39,PSDB,Não
2313781-39,REDE,Obstrução
2313781-39,Maioria,Não
2313781-39,PTB,Não
2313781-39,PL,Não
2314199-8,PROS,Sim
2314199-8,PODE,Sim
2314199-8,PT,Não
2314199-8,AVANTE,Sim
2314199-8,DEM,Sim
2314199-8,Maioria,Sim
2314199-8,PV,
2314199-8,NOVO,Não
2314199-8,Governo,Sim
2314199-8,PSD,Sim
2314199-8,PSB,Não
2314199-8,SOLIDARIEDADE,Sim
2314199-8,REDE,
2314199-8,PSDB,Sim
2314199-8,PSC,Sim
2314199-8,PTB,Sim
2314199-8,PP,Sim
2314199-8,PSOL,
2314199-8,Minoria,Não
2314199-8,REPUBLICANOS,Não
2314199-8,PSL,Sim
2314199-8,Oposição,Não
2314199-8,PCdoB,Não
2314199-8,PL,Sim
2314199-8,MDB,Sim
2314199-8,CIDADANIA,Sim
2314199-8,PDT,Não
2314199-8,PATRIOTA,Sim
2314217-10,REPUBLICANOS,Sim
2314217-10,CIDADANIA,Sim
2314217-10,PSDB,Sim
2314217-10,PDT,Sim
2314217-10,PV,
2314217-10,PT,Sim
2314217-10,PSB,Sim
2314217-10,PCdoB,Sim
2314217-10,PTB,Sim
2314217-10,PSL,Sim
2314217-10,SOLIDARIEDADE,Sim
2314217-10,Minoria,Liberado
2314217-10,MDB,Sim
2314217-10,REDE,Sim
2314217-10,PP,Sim
2314217-10,AVANTE,Sim
2314217-10,PSD,Sim
2314217-10,NOVO,Não
2314217-10,PODE,Sim
2314217-10,Oposição,Sim
2314217-10,PSC,Sim
2314217-10,DEM,Sim
2314217-10,PROS,Sim
2314217-10,PATRIOTA,Sim
2314217-10,Maioria,Sim
2314217-10,Governo,Sim
2314217-10,PSOL,Não
2314217-10,PL,Sim
2314544-27,Oposição,
2314544-27,Governo,Sim
2314544-27,AVANTE,Sim
2314544-27,UNIÃO,Sim
2314544-27,Minoria,
2314544-27,PSOL,Não
2314544-27,CIDADANIA,Sim
2314544-27,PV,Não
2314544-27,PSB,
2314544-27,NOVO,Sim
2314544-27,PROS,Sim
2314544-27,PSDB,Sim
2314544-27,PCdoB,Sim
2314544-27,PATRIOTA,Sim
2314544-27,PT,Sim
2314544-27,REPUBLICANOS,Sim
2314544-27,PSC,Sim
2314544-27,PL,Sim
2314544-27,Maioria,Sim
2314544-27,SOLIDARIEDADE,Sim
2314544-27,PP,Sim
2314544-27,PODE,Sim
2314544-27,REDE,
2314544-27,PSD,Sim
2314544-27,PDT,
2314544-27,MDB,
2314544-27,PTB,Sim
2314518-38,PL,Não
2314518-38,Maioria,Obstrução
2314518-38,UNIÃO,Não
2314518-38,Fdr PT-PCdoB-PV,Obstrução
2314518-38,Oposição,Não
2314518-38,REPUBLICANOS,Não
2314518-38,Fdr PSOL-REDE,Obstrução
2314518-38,Governo,Obstrução
2314518-38,PDT,Sim
2314518-38,Minoria,Não
2314387-8,REDE,Sim
2314387-8,Governo,Sim
2314387-8,PDT,Sim
2314387-8,DEM,
2314387-8,Maioria,
2314387-8,PSOL,Sim
2314387-8,PSB,Sim
2314387-8,PSL,Sim
2314387-8,PTB,
2314387-8,REPUBLICANOS,
2314387-8,Oposição,Sim
2314387-8,PT,Sim
2314387-8,PSC,
2314387-8,PCdoB,Sim
2314387-8,PP,
2314387-8,AVANTE,
2314387-8,SOLIDARIEDADE,
2314387-8,Minoria,Sim
2314387-8,PROS,
2314387-8,MDB,Sim
2314387-8,PODE,Sim
2314387-8,PSDB,Sim
2314387-8,NOVO,Não
2314387-8,PATRIOTA,
2314387-8,PSD,Sim
2314387-8,CIDADANIA,
2314387-8,PL,Sim
2314387-8,PV,Sim
2314553-33,Oposição,
2314553-33,Maioria,Sim
2314553-33,PSDB,Sim
2314553-33,PT,Sim
2314553-33,SOLIDARIEDADE,Sim
2314553-33,REPUBLICANOS,Sim
2314553-33,PDT,Sim
2314553-33,Minoria,Sim
2314553-33,PSB,Sim
2314553-33,CIDADANIA,Sim
2314553-33,PROS,Sim
2314553-33,PL,Sim
2314553-33,PCdoB,Sim
2314553-33,PV,Sim
2314553-33,PSD,Sim
2314553-33,Governo,Sim
2314553-33,UNIÃO,Sim
2314553-33,PATRIOTA,Sim
2314553-33,NOVO,Sim
2314553-33,AVANTE,Sim
2314553-33,PSC,Sim
2314553-33,MDB,Sim
2314553-33,PTB,Sim
2314553-33,REDE,Sim
2314553-33,PODE,Sim
2314553-33,PSOL,
2314553-33,PP,Sim
2314688-8,AVANTE,
2314688-8,PSDB,Sim
2314688-8,REDE,Sim
2314688-8,UNIÃO,Sim
2314688-8,SOLIDARIEDADE,Sim
2314688-8,PSB,Sim
2314688-8,NOVO,Não
2314688-8,CIDADANIA,Sim
2314688-8,PSC,Sim
2314688-8,PROS,
2314688-8,REPUBLICANOS,
2314688-8,PL,Sim
2314688-8,PODE,
2314688-8,Governo,
2314688-8,PV,
2314688-8,PP,Sim
2314688-8,Maioria,
2314688-8,PT,Sim
2314688-8,Oposição,Sim
2314688-8,MDB,Sim
2314688-8,Minoria,Sim
2314688-8,PSD,Sim
2314688-8,PCdoB,Sim
2314688-8,PDT,Sim
2314688-8,PATRIOTA,
2314688-8,PSOL,Sim
2314688-8,PTB,Sim
2314934-40,CIDADANIA,
2314934-40,PSDB,
2314934-40,PSB,Sim
2314934-40,NOVO,Não
2314934-40,PP,Sim
2314934-40,PATRIOTA,Sim
2314934-40,PSC,Sim
2314934-40,PV,
2314934-40,PROS,Sim
2314934-40,PTB,Sim
2314934-40,REPUBLICANOS,Sim
2314934-40,MDB,Sim
2314934-40,REDE,
2314934-40,Minoria,Sim
2314934-40,PCdoB,Sim
2314934-40,SOLIDARIEDADE,Sim
2314934-40,UNIÃO,Sim
2314934-40,PDT,Sim
2314934-40,PODE,Sim
2314934-40,PSD,Sim
2314934-40,Oposição,
2314934-40,PL,Sim
2314934-40,AVANTE,Sim
2314934-40,Governo,Sim
2314934-40,Maioria,Sim
2314934-40,PSOL,Sim
2314934-40,PT,Sim
2314934-45,REPUBLICANOS,Não
2314934-45,PCdoB,Sim
2314934-45,PDT,Sim
2314934-45,PT,Sim
2314934-45,PL,Não
2314934-45,PROS,
2314934-45,PV,
2314934-45,AVANTE,Não
2314934-45,PATRIOTA,
2314934-45,Maioria,
2314934-45,PSOL,
2314934-45,PP,Não
2314934-45,REDE,
2314934-45,PSB,Sim
2314934-45,MDB,Não
2314934-45,PSC,Não
2314934-45,PTB,Não
2314934-45,SOLIDARIEDADE,
2314934-45,Oposição,Liberado
2314934-45,Minoria,
2314934-45,PSD,Sim
2314934-45,NOVO,Não
2314934-45,CIDADANIA,Sim
2314934-45,PODE,Sim
2314934-45,PSDB,Sim
2314934-45,UNIÃO,Sim
2314934-45,Governo,Não
2314962-33,Maioria,Sim
2314962-33,PSOL,Sim
2314962-33,PSC,Sim
2314962-33,PROS,Sim
2314962-33,PT,Sim
2314962-33,PTB,Sim
2314962-33,CIDADANIA,Sim
2314962-33,AVANTE,Sim
2314962-33,PL,Sim
2314962-33,Minoria,Sim
2314962-33,Governo,Sim
2314962-33,NOVO,Sim
2314962-33,UNIÃO,Sim
2314962-33,REDE,Sim
2314962-33,Oposição,Sim
2314962-33,MDB,Sim
2314962-33,PSD,Sim
2314962-33,PODE,Sim
2314962-33,PCdoB,Sim
2314962-33,PSB,Sim
2314962-33,REPUBLICANOS,Sim
2314962-33,PATRIOTA,Sim
2314962-33,PDT,Sim
2314962-33,SOLIDARIEDADE,Sim
2314962-33,PV,Sim
2314962-33,PSDB,Sim
2314962-33,PP,Sim
2315020-6,PODE,
2315020-6,Minoria,Liberado
2315020-6,PP,Sim
2315020-6,Oposição,Não
2315020-6,PCdoB,Não
2315020-6,PV,
2315020-6,PTB,
2315020-6,PT,Não
2315020-6,Governo,
2315020-6,PSD,Sim
2315020-6,PSB,Não
2315020-6,PSOL,Não
2315020-6,CIDADANIA,
2315020-6,PATRIOTA,
2315020-6,AVANTE,
2315020-6,Maioria,
2315020-6,PROS,
2315020-6,DEM,Sim
2315020-6,PSC,
2315020-6,PSDB,Sim
2315020-6,PSL,Sim
2315020-6,NOVO,Não
2315020-6,MDB,Sim
2315020-6,PL,Sim
2315020-6,SOLIDARIEDADE,Sim
2315020-6,PDT,Sim
2315020-6,REPUBLICANOS,Sim
2315020-6,REDE,Não
2315917-45,Fdr PT-PCdoB-PV,Obstrução
2315917-45,Governo,Obstrução
2315917-45,Maioria,Obstrução
2315917-45,REPUBLICANOS,Não
2315917-45,PL,Não
2315917-45,PSD,Obstrução
2315917-45,Oposição,Não
2315917-45,Fdr PSOL-REDE,Obstrução
2315917-49,PSD,Obstrução
2315917-49,Maioria,Obstrução
2315917-49,Oposição,Sim
2315917-49,PL,Sim
2315917-49,Fdr PT-PCdoB-PV,Obstrução
2315917-49,REPUBLICANOS,Sim
2315917-49,Governo,Obstrução
2315917-49,Fdr PSOL-REDE,Obstrução
2315917-38,PL,Não
2315917-38,Maioria,Sim
2315917-38,Minoria,Não
2315917-38,Oposição,Não
2315917-38,Governo,Sim
2315917-38,PODE,Sim
2315917-38,PDT,Obstrução
2315917-38,Fdr PSOL-REDE,Sim
2315917-38,Fdr PT-PCdoB-PV,Sim
2315917-27,NOVO,Não
2315917-27,Maioria,Sim
2315917-27,SOLIDARIEDADE,Sim
2315917-27,PODE,Não
2315917-27,PP,Não
2315917-27,PL,Não
2315917-27,Governo,Sim
2315917-27,Oposição,Não
2315917-27,PSD,Sim
2315917-27,UNIÃO,Sim
2315917-27,Minoria,Não
2315917-27,Fdr PT-PCdoB-PV,Sim
2315917-27,Fdr PSOL-REDE,Sim
2315172-9,SOLIDARIEDADE,Sim
2315172-9,REDE,
2315172-9,MDB,Sim
2315172-9,Minoria,
2315172-9,PP,Sim
2315172-9,PscPtb,Sim
2315172-9,AVANTE,Sim
2315172-9,Governo,Não
2315172-9,PT,Sim
2315172-9,PSB,
2315172-9,Maioria,Sim
2315172-9,PDT,Sim
2315172-9,PSDB,Sim
2315172-9,PROS,Sim
2315172-9,NOVO,Não
2315172-9,PV,
2315172-9,PL,Não
2315172-9,CIDADANIA,
2315172-9,PCdoB,
2315172-9,PATRIOTA,Sim
2315172-9,UNIÃO,Sim
2315172-9,PSOL,
2315172-9,PSD,Sim
2315172-9,REPUBLICANOS,Sim
2315172-9,Oposição,
2315172-9,PODE,Sim
2316624-66,PL,Não
2316624-66,PCdoB,Sim
2316624-66,NOVO,Não
2316624-66,PDT,Sim
2316624-66,PSOL,Sim
2316624-66,PV,Sim
2316624-66,PT,Sim
2316624-66,Maioria,Não
2316624-66,Minoria,Sim
2316624-66,UNIÃO,Não
2316624-66,MDB,Não
2316624-66,PTB,Não
2316624-66,PSD,Não
2316624-66,PSC,Não
2316624-66,REPUBLICANOS,Não
2316624-66,REDE,
2316624-66,PROS,Não
2316624-66,AVANTE,Não
2316624-66,PSDB,Não
2316624-66,SOLIDARIEDADE,Não
2316624-66,Governo,Não
2316624-66,PATRIOTA,Não
2316624-66,Oposição,
2316624-66,CIDADANIA,
2316624-66,PP,Não
2316624-66,PODE,Não
2316624-66,PSB,Sim
2319794-7,Governo,Sim
2319794-7,PTB,Sim
2319794-7,PL,Sim
2319794-7,Minoria,Liberado
2319794-7,PSB,Sim
2319794-7,Oposição,Liberado
2319794-7,PROS,
2319794-7,PSOL,Não
2319794-7,PT,Não
2319794-7,CIDADANIA,Sim
2319794-7,UNIÃO,Sim
2319794-7,MDB,Sim
2319794-7,PODE,
2319794-7,PCdoB,Não
2319794-7,PSDB,Sim
2319794-7,REPUBLICANOS,Sim
2319794-7,AVANTE,Sim
2319794-7,PDT,Sim
2319794-7,PP,Sim
2319794-7,SOLIDARIEDADE,
2319794-7,PATRIOTA,
2319794-7,NOVO,Sim
2319794-7,PV,Não
2319794-7,PSD,Sim
2319794-7,REDE,Não
2319794-7,PSC,
2319794-7,Maioria,Sim
2318165-12,REDE,
2318165-12,PSOL,Não
2318165-12,PT,Não
2318165-12,PV,
2318165-12,PSDB,Sim
2318165-12,PDT,Sim
2318165-12,REPUBLICANOS,Sim
2318165-12,Governo,Sim
2318165-12,PscPtb,Sim
2318165-12,SOLIDARIEDADE,Sim
2318165-12,MDB,Sim
2318165-12,CIDADANIA,Sim
2318165-12,PATRIOTA,Sim
2318165-12,PODE,Sim
2318165-12,Minoria,
2318165-12,PSD,Sim
2318165-12,PP,Sim
2318165-12,PL,Sim
2318165-12,AVANTE,Sim
2318165-12,NOVO,Sim
2318165-12,PSB,Não
2318165-12,Maioria,Sim
2318165-12,PROS,Sim
2318165-12,PCdoB,Não
2318165-12,UNIÃO,Sim
2318165-12,Oposição,
2317406-8,Governo,Sim
2317406-8,PATRIOTA,
2317406-8,PL,Sim
2317406-8,PSOL,Não
2317406-8,PSD,Sim
2317406-8,PscPtb,
2317406-8,MDB,Liberado
2317406-8,Minoria,Não
2317406-8,Maioria,Sim
2317406-8,Oposição,Não
2317406-8,SOLIDARIEDADE,Sim
2317406-8,PROS,
2317406-8,PT,Não
2317406-8,PODE,
2317406-8,NovoCidPv,Sim
2317406-8,PDT,Não
2317406-8,PCdoB,Não
2317406-8,REPUBLICANOS,Sim
2317406-8,AVANTE,
2317406-8,REDE,Não
2317406-8,PSDB,Sim
2317406-8,UNIÃO,Sim
2317406-8,PP,Sim
2317406-8,PSB,Não
2316624-73,PDT,Sim
2316624-73,SOLIDARIEDADE,Não
2316624-73,PT,Sim
2316624-73,CIDADANIA,
2316624-73,REPUBLICANOS,Não
2316624-73,PSC,Não
2316624-73,PTB,Não
2316624-73,PSB,Sim
2316624-73,PROS,Não
2316624-73,PSDB,Não
2316624-73,NOVO,Não
2316624-73,PCdoB,
2316624-73,REDE,
2316624-73,Minoria,
2316624-73,Maioria,Não
2316624-73,PODE,Não
2316624-73,PL,Não
2316624-73,AVANTE,Não
2316624-73,PP,Não
2316624-73,Oposição,Sim
2316624-73,PSD,Não
2316624-73,MDB,Não
2316624-73,PV,Sim
2316624-73,UNIÃO,Não
2316624-73,PSOL,Sim
2316624-73,Governo,Não
2316624-73,PATRIOTA,Não
2317563-95,UNIÃO,Sim
2317563-95,REDE,Não
2317563-95,Maioria,Sim
2317563-95,MDB,Sim
2317563-95,PP,Sim
2317563-95,PTB,Sim
2317563-95,Oposição,
2317563-95,NOVO,Sim
2317563-95,PSC,Sim
2317563-95,Minoria,
2317563-95,PSDB,
2317563-95,PV,Não
2317563-95,PCdoB,
2317563-95,SOLIDARIEDADE,Sim
2317563-95,PSOL,Não
2317563-95,PSB,
2317563-95,PDT,Não
2317563-95,PT,Não
2317563-95,PATRIOTA,Sim
2317563-95,PL,Sim
2317563-95,PODE,Sim
2317563-95,PSD,Sim
2317563-95,AVANTE,Sim
2317563-95,CIDADANIA,
2317563-95,REPUBLICANOS,Sim
2317563-95,PROS,Sim
2317563-95,Governo,Sim
2317622-43,UNIÃO,Sim
2317622-43,CIDADANIA,
2317622-43,MDB,Sim
2317622-43,Minoria,
2317622-43,Oposição,
2317622-43,PROS,Sim
2317622-43,PSD,Sim
2317622-43,AVANTE,Sim
2317622-43,PCdoB,Sim
2317622-43,SOLIDARIEDADE,Sim
2317622-43,Maioria,Sim
2317622-43,PL,Sim
2317622-43,PODE,Sim
2317622-43,PP,Sim
2317622-43,Governo,Sim
2317622-43,PATRIOTA,Sim
2317622-43,REDE,
2317622-43,NOVO,Não
2317622-43,PDT,
2317622-43,PSDB,Sim
2317622-43,PV,
2317622-43,PSOL,Sim
2317622-43,PSB,
2317622-43,PT,Sim
2317622-43,PTB,Sim
2317622-43,REPUBLICANOS,Sim
2317622-43,PSC,Sim
2317563-78,REDE,
2317563-78,Governo,Sim
2317563-78,SOLIDARIEDADE,
2317563-78,PODE,
2317563-78,PTB,
2317563-78,Oposição,
2317563-78,PATRIOTA,
2317563-78,PDT,Não
2317563-78,REPUBLICANOS,Sim
2317563-78,PL,Sim
2317563-78,PSC,
2317563-78,PSOL,Não
2317563-78,NOVO,Sim
2317563-78,PROS,
2317563-78,PCdoB,
2317563-78,UNIÃO,Sim
2317563-78,MDB,Sim
2317563-78,CIDADANIA,
2317563-78,PSB,Liberado
2317563-78,PT,Não
2317563-78,PP,Sim
2317563-78,Maioria,Sim
2317563-78,PSDB,
2317563-78,Minoria,
2317563-78,AVANTE,Sim
2317563-78,PSD,Sim
2317563-78,PV,
2317563-65,REPUBLICANOS,Não
2317563-65,REDE,
2317563-65,PSD,Não
2317563-65,Maioria,
2317563-65,PCdoB,
2317563-65,SOLIDARIEDADE,
2317563-65,AVANTE,
2317563-65,CIDADANIA,
2317563-65,PSDB,Não
2317563-65,PL,Não
2317563-65,PT,Sim
2317563-65,UNIÃO,Não
2317563-65,PATRIOTA,
2317563-65,PTB,
2317563-65,Minoria,
2317563-65,MDB,Não
2317563-65,PV,Sim
2317563-65,PSC,
2317563-65,PSB,
2317563-65,Governo,
2317563-65,PROS,
2317563-65,PP,Não
2317563-65,NOVO,Não
2317563-65,Oposição,
2317563-65,PSOL,Sim
2317563-65,PDT,Sim
2317563-65,PODE,
2317563-97,Governo,Não
2317563-97,PCdoB,
2317563-97,PSOL,Não
2317563-97,PODE,Não
2317563-97,PDT,
2317563-97,PT,Não
2317563-97,Minoria,
2317563-97,PSD,Não
2317563-97,PV,
2317563-97,PSB,
2317563-97,REPUBLICANOS,Não
2317563-97,PSDB,
2317563-97,PATRIOTA,Não
2317563-97,NOVO,Sim
2317563-97,SOLIDARIEDADE,Não
2317563-97,MDB,Não
2317563-97,Maioria,Não
2317563-97,CIDADANIA,
2317563-97,UNIÃO,Liberado
2317563-97,REDE,
2317563-97,AVANTE,Não
2317563-97,PL,Não
2317563-97,PP,Não
2317563-97,Oposição,
2317563-97,PSC,Não
2317563-97,PTB,Não
2317563-97,PROS,Não
2323667-9,PSOL,Não
2323667-9,PV,Não
2323667-9,PSD,Sim
2323667-9,UNIÃO,Sim
2323667-9,Governo,Sim
2323667-9,NOVO,Sim
2323667-9,PSDB,Sim
2323667-9,Minoria,Não
2323667-9,PROS,Sim
2323667-9,AVANTE,Sim
2323667-9,MDB,Sim
2323667-9,PT,Não
2323667-9,REPUBLICANOS,Sim
2323667-9,PATRIOTA,Sim
2323667-9,PSC,Sim
2323667-9,PTB,Sim
2323667-9,SOLIDARIEDADE,Sim
2323667-9,PP,Sim
2323667-9,CIDADANIA,Sim
2323667-9,PDT,Não
2323667-9,PL,Sim
2323667-9,Oposição,
2323667-9,PCdoB,Não
2323667-9,Maioria,Sim
2323667-9,PODE,Sim
2323667-9,REDE,
2323667-9,PSB,Não
2317563-85,REPUBLICANOS,Sim
2317563-85,PCdoB,
2317563-85,PSC,Sim
2317563-85,REDE,
2317563-85,PTB,Sim
2317563-85,PODE,Sim
2317563-85,PL,Sim
2317563-85,PV,Não
2317563-85,PATRIOTA,Sim
2317563-85,PSB,
2317563-85,Oposição,
2317563-85,PT,Não
2317563-85,PP,Sim
2317563-85,Minoria,Não
2317563-85,AVANTE,Sim
2317563-85,PROS,Sim
