id_votacao,data,data_hora_registro,sigla_orgao,proposicaoObjeto,descricao,aprovacao,id_proposicao
602764-110,2023-09-19,2023-09-19T19:10:38,SECAP(SGM),,"Realizar o encaminhamento do PL-3525/2019 (Nº Anterior: PL 6858/2013) à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,602764
602764-109,2023-09-19,2023-09-19T19:10:38,SECAP(SGM),,"Realizar o encaminhamento do PL-3525/2019 (Nº Anterior: PL 6858/2013) à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,602764
2377567-8,2023-09-19,2023-09-19T19:10:36,PLEN,REQ 2461/2023,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0,602764
602764-85,2019-05-28,2019-05-28T15:29:59,CCJC,,Aprovada a Redação Final.,1.0,602764
602764-66,2019-04-10,2019-04-10T12:13:11,CCJC,,Aprovado o Parecer.,1.0,602764
602764-30,2015-04-08,2015-04-08T13:34:02,CSAUDE,,Aprovado o Parecer com Complementação de Voto.,1.0,602764
538196-207,2021-09-29,2021-09-29T21:20:18,PLEN,,"Aprovada a Redação Final assinada pelo Relator, Dep. Daniel Coelho (Cidadania-PE).",1.0,538196
538196-204,2021-09-29,2021-09-29T21:18:28,PLEN,,"Rejeitada a Emenda do Senado Federal nº 1 ao Projeto de Lei nº 6.610, de 2019.",0.0,538196
538196-202,2021-09-29,2021-09-29T21:15:44,PLEN,,"Aprovada a Emenda do Senado Federal nº 2 ao Projeto de Lei nº 6.610, de 2019, ressalvado o destaque.",1.0,538196
538196-173,2021-05-04,2021-05-04T11:18:15,CMADS,,Aprovado o Parecer.,1.0,538196
538196-141,2017-02-08,2017-02-08T19:25:09,PLEN,,"Aprovada a Redação Final assinada pelo Relator, Dep. Rocha (PSDB-AC).",1.0,538196
538196-139,2017-02-08,2017-02-08T19:24:23,PLEN,,Rejeitada a Subemenda saneadora.,0.0,538196
538196-136,2017-02-08,2017-02-08T19:21:29,PLEN,,Aprovado o Substitutivo adotado pela Comissão de Seguridade Social e Família.,1.0,538196
538196-117,2016-10-18,2016-10-18T19:07:21,CCJC,,Aprovado o Parecer com Complementação de Voto.,1.0,538196
538196-110,2016-10-05,2016-10-05T14:35:00,CMADS,,Aprovado o Parecer contra o voto do Deputado Valdir Colatto.,1.0,538196
538196-71,2016-03-31,2016-03-31T14:39:38,PLEN,,"** Aprovado o Requerimento do Dep. Paulo Teixeira, na qualidade de Líder do Governo, que solicita preferência para apreciação da ordem do dia na seguinte sequência: 1º) PL nº 6.459 de 2013; 2º) PL nº 1.805 de 2015; 3º) PL nº 3.490 de 2012; 4º) PLP nº 163 de 2015; 5º) PL nº 466 de 2015; 6º) PL nº 3.561 de 2015; 7º) PRC nº 109 de 2015; 8º) PL nº 1.428 de 1999; 9) PRC nº 8 de 2007; seguidos dos demais itens.",1.0,538196
538196-64,2016-03-23,2016-03-23T11:41:53,PLEN,,"*** Aprovado o Requerimento do Dep. Onyx Lorenzoni, na qualidade de Líder  do DEM, que solicita preferência para apreciação do PDC nº 84 de 2015 sobre os demais itens da pauta.",1.0,538196
611880-41,2016-03-22,2016-03-22T13:29:43,PLEN,REQ 9976/2014,"Aprovado, por unanimidade,  o Requerimento de Urgência (Art. 155 do RICD).",1.0,538196
538196-51,2015-08-12,2015-08-12T14:37:52,CSAUDE,,Aprovado o Parecer com Complementação de Voto absteve-se de votar o Deputado Adelmo Carneiro Leão.,1.0,538196
259111-102,2019-03-27,2019-03-27T10:25:12,CCJC,,Aprovada a Redação Final.,1.0,259111
259111-85,2018-06-06,2018-06-06T16:26:58,CCJC,,"Aprovado o Parecer e o Destaque nº 1 da bancada do PT, para incluir o §3º do art. 92-A do Decreto Lei 2.848/40, constante no art. 2º do Projeto de Lei nº 3.852/04, como §3º do art. 91 do Decreto Lei 2.848/40, constante do art 2º do Substitutivo do Relator.",1.0,259111
946475-140,2020-12-21,2020-12-21T18:05:04,PLEN,,"Aprovada a Redação Final assinado pelo Relator, Dep. Arnaldo Jardim (CIDADANIA-SP).",1.0,946475
946475-138,2020-12-21,2020-12-21T18:04:39,PLEN,,Suprimido o texto. Sim: 2; não: 269; abstenção: 1; total 272.,,946475
946475-131,2020-12-21,2020-12-21T17:43:18,PLEN,,"Aprovado o Substitutivo do Senado Federal ao Projeto de Lei nº 312-B, de 2015, ressalvados os destques. Sim: 298; não: 2; abstenção: 2 total: 302.",1.0,946475
946475-129,2020-12-21,2020-12-21T17:08:25,PLEN,,Rejeitado o Requerimento. Não: 292; abstenção: 2; total: 294.,0.0,946475
946475-127,2020-12-21,2020-12-21T16:46:51,PLEN,,Rejeitado o Requerimento. Não: 254; abstenção: 4; total: 258.,0.0,946475
946475-122,2020-12-21,2020-12-21T16:00:37,PLEN,,Rejeitado o Requerimento.,0.0,946475
946475-111,2020-12-21,2020-12-21T15:35:41,PLEN,,Rejeitado o Requerimento. Sim: 6; não: 257; abstenção: 1; total: 264.,0.0,946475
946475-76,2019-09-03,2019-09-03T21:53:08,PLEN,,"Aprovada a Redação Final assinada pelo Relator, Dep. Arnaldo Jardim (CIDADANIA-SP).",1.0,946475
946475-74,2019-09-03,2019-09-03T21:52:40,PLEN,,Mantido o texto.,,946475
946475-72,2019-09-03,2019-09-03T21:31:24,PLEN,,Aprovado o Substitutivo apresentado pelo relator da Comissão de Meio Ambiente e Desenvolvimento Sustentável.,1.0,946475
2217792-6,2019-09-03,2019-09-03T19:43:35,PLEN,REQ 2286/2019,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0,946475
946475-26,2015-11-04,2015-11-04T11:47:42,CAPADR,,Aprovado por Unanimidade o Parecer.,1.0,946475
559138-246,2024-11-27,2024-11-27T22:26:10,PLEN,,"Aprovada a Redação Final assinada pelo relator, Dep. Carlos Veras (PT-PE).",1.0,559138
559138-244,2024-11-27,2024-11-27T22:25:09,PLEN,,"Aprovado o Substitutivo do Senado Federal ao Projeto de Lei nº 4.685, de 2012.",1.0,559138
559138-241,2024-11-27,2024-11-27T22:23:50,PLEN,,Rejeitado o Requerimento. Sim: 116; Não: 274; Total: 390.,0.0,559138
559138-237,2024-11-27,2024-11-27T22:16:03,PLEN,,Rejeitado o Requerimento. Sim: 113; Não: 268; Total: 381.,0.0,559138
559138-232,2024-11-13,2024-11-13T16:14:23,PLEN,,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 835/2022.,1.0,559138
2324243-8,2024-11-13,2024-11-13T16:14:20,PLEN,REQ 835/2022,Aprovado o Requerimento de Urgência (Art. 155 do RICD).  Sim: 262; Não: 111; Total: 373.,1.0,559138
559138-225,2023-11-22,2023-11-22T17:33:10,CCJC,,"Anulada a Votação Nominal do Parecer, em razão da não conclusão da orientação de bancada. Quórum de votação: 34 votos válidos e 11 obstruções.",1.0,559138
559138-224,2023-11-22,2023-11-22T11:48:06,CCJC,,"Aprovado o Parecer com o seguinte resultado:  31 votos ""Sim"", 25 votos ""Não"". Quórum de votação: 56 votos.",1.0,559138
559138-221,2023-11-22,2023-11-22T10:59:51,CCJC,,"Rejeitado o Requerimento de Retirada de Pauta. Resultado:  1 voto ""Sim"", 33 votos ""Não"". Quórum de votação: 34 votos válidos e 13 obstruções.",0.0,559138
559138-206,2023-10-24,2023-10-24T18:11:57,CCJC,,"Rejeitado o Requerimento de Adiamento de Votação, de autoria do Deputado Capitão Alberto Neto e da Deputada Julia Zanatta,  Vice-Líderes do PL. Resultado:  16 votos ""Sim"", 26 votos ""Não"", 3 votos ""Obstrução"". Quórum de votação: 42 votos. Suspensa a apreciação em razão do encerramento da reunião.",0.0,559138
559138-201,2023-10-24,2023-10-24T17:11:55,CCJC,,"Rejeitado o Requerimento de Retirada de Pauta. Resultado:  18 votos ""Sim"", 26 votos ""Não"", 1 voto ""Obstrução"". Quórum de votação: 44 votos válidos e 1 ""Obstrução""",0.0,559138
559138-191,2023-09-26,2023-09-26T15:55:28,CCJC,,"Rejeitado o Requerimento de Retirada de Pauta. Resultado:  19 votos ""Sim"", 24 votos ""Não"". Quórum de votação: 43 votos.",0.0,559138
559138-177,2023-08-09,2023-08-09T10:34:21,CFT,,Aprovado o Parecer.,1.0,559138
2331868-2,2022-11-23,2022-11-23T10:35:51,CFT,REQ 33/2022 CFT,Aprovado.,1.0,559138
559138-158,2022-06-29,2022-06-29T12:03:55,CDE,,Aprovado o Parecer.,1.0,559138
559138-136,2021-09-29,2021-09-29T11:15:17,CAPADR,,Aprovado o Parecer.,1.0,559138
559138-116,2017-10-31,2017-10-31T11:10:13,CCJC,,Aprovada a Redação Final.,1.0,559138
559138-101,2017-08-31,2017-08-31T12:01:44,CCJC,,Aprovado o Parecer com Complementação de Voto.,1.0,559138
559138-77,2015-08-26,2015-08-26T10:32:03,CAPADR,,"Aprovado por Unanimidade o Parecer, apresentou voto em separado o Deputado Zeca do Pt.",1.0,559138
559138-34,2014-05-21,2014-05-21T12:36:15,CFT,,Aprovado por Unanimidade o Parecer.,1.0,559138
559138-22,2013-07-03,2013-07-03T11:47:51,CDE,,Aprovado por Unanimidade o Parecer.,1.0,559138
485381-89,2019-12-11,2019-12-11T12:54:29,CCJC,,Aprovada a Redação Final.,1.0,485381
485381-73,2019-10-17,2019-10-17T13:29:29,CCJC,,Aprovado o Parecer.,1.0,485381
485381-57,2016-11-30,2016-11-30T17:01:00,CCULT,,Aprovado por Unanimidade o Parecer.,1.0,485381
1212501-129,2025-04-08,2025-04-08T19:55:52,SECAP(SGM),,"Realizar o encaminhamento do PL-3526/2019 (Nº Anterior: PL 1172/2015) à CSAUDE (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,1212501
1212501-128,2025-04-08,2025-04-08T19:55:50,SECAP(SGM),,"Realizar o encaminhamento do PL-3526/2019 (Nº Anterior: PL 1172/2015) à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,1212501
1212501-127,2025-04-08,2025-04-08T19:55:49,SECAP(SGM),,"Realizar o encaminhamento do PL-3526/2019 (Nº Anterior: PL 1172/2015) à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,1212501
1212501-125,2025-04-08,2025-04-08T19:51:15,PLEN,,"Aprovada a Redação Final assinada pelo relator, Dep. Dr. Ismael Alexandrino (PSD/GO).",1.0,1212501
1212501-123,2025-04-08,2025-04-08T19:50:41,PLEN,,"Aprovadas as Emendas nºs 1 e 2 do Senado Federal ao Projeto de Lei nº 3.526, de 2019.",1.0,1212501
1212501-103,2024-10-30,2024-10-30T20:30:19,PLEN,,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 1043/2024.,1.0,1212501
1212501-102,2024-10-30,2024-10-30T20:30:19,SECAP(SGM),,"Realizar o encaminhamento do PL-3526/2019 (Nº Anterior: PL 1172/2015) à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,1212501
1212501-101,2024-10-30,2024-10-30T20:30:18,SECAP(SGM),,"Realizar o encaminhamento do PL-3526/2019 (Nº Anterior: PL 1172/2015) à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,1212501
2425225-7,2024-10-30,2024-10-30T20:30:16,PLEN,REQ 1043/2024,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0,1212501
1212501-80,2019-05-28,2019-05-28T15:29:59,CCJC,,Aprovada a Redação Final.,1.0,1212501
1212501-65,2019-04-03,2019-04-03T10:44:21,CCJC,,Aprovado o Parecer.,1.0,1212501
1212501-39,2018-05-09,2018-05-09T11:05:50,CFT,,Aprovado por Unanimidade o Parecer.,1.0,1212501
1212501-24,2017-08-16,2017-08-16T11:31:02,CSAUDE,,Aprovado por Unanimidade o Parecer.,1.0,1212501
539990-104,2021-05-05,2021-05-05T17:06:36,CDE,,Aprovado o Parecer.,1.0,539990
539990-83,2015-11-24,2015-11-24T15:01:19,CCJC,,Aprovada a Redação Final.,1.0,539990
539990-68,2015-10-28,2015-10-28T10:49:08,CCJC,,Aprovado o Parecer.,1.0,539990
539990-35,2014-11-12,2014-11-12T12:16:45,CDE,,Aprovado o Parecer.,1.0,539990
614512-195,2021-12-09,2021-12-09T12:10:19,PLEN,,"Aprovada a Redação Final assinada pelo Relator, Dep. Lucas Vergilio (Solidariedade-GO).",1.0,614512
614512-193,2021-12-09,2021-12-09T12:09:45,PLEN,,"Aprovado o Substitutivo do Senado Federal ao Projeto de Lei nº 4.157, de 2019.",1.0,614512
2259474-8,2021-05-11,2021-05-11T16:54:50,PLEN,REQ 2082/2020,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 361; não: 14; total: 375.,1.0,614512
614512-157,2021-05-05,2021-05-05T12:00:26,CFT,,Aprovado o Parecer contra os votos dos Deputados Enio Verri e Márcio Labre.,1.0,614512
614512-140,2019-10-30,2019-10-30T10:42:19,CTRAB,,Aprovado por Unanimidade o Parecer.,1.0,614512
614512-117,2018-10-17,2018-10-17T11:01:38,CCJC,,Aprovada a Redação Final.,1.0,614512
614512-102,2018-07-04,2018-07-04T13:24:37,CCJC,,Aprovado o Parecer. Absteve-se de votar o Deputado Luiz Couto.,1.0,614512
614512-56,2016-12-07,2016-12-07T11:13:18,CFT,,Aprovado por Unanimidade o Parecer.,1.0,614512
614512-42,2015-11-25,2015-11-25T11:43:53,CTRAB,,Aprovado por Unanimidade o Parecer.,1.0,614512
1555295-132,2023-06-14,2023-06-14T11:02:31,CDE,,Aprovado o Parecer.,1.0,1555295
1555295-105,2019-11-20,2019-11-20T11:31:03,CDE,,Aprovado o Parecer.,1.0,1555295
1555295-84,2018-10-31,2018-10-31T11:16:46,CCJC,,Aprovada a Redação Final.,1.0,1555295
1555295-69,2018-08-08,2018-08-08T11:31:59,CCJC,,Aprovado o Parecer.,1.0,1555295
1555295-39,2015-12-09,2015-12-09T10:49:58,CFT,,Aprovado por Unanimidade o Parecer.,1.0,1555295
1555295-24,2015-09-23,2015-09-23T11:01:30,CDE,,Aprovado o Parecer.,1.0,1555295
601739-113,2022-06-08,2022-06-08T11:44:10,CMADS,,"Rejeitado o Requerimento de Retirada de Pauta com o seguinte resultado:  8 votos ""Sim"", 10 votos ""Não"". Quórum de votação: 18 votos.",1.0,601739
601739-72,2018-04-11,2018-04-11T12:01:44,CCJC,,Aprovada a Redação Final.,1.0,601739
601739-57,2017-12-12,2017-12-12T11:52:06,CCJC,,Aprovado o Parecer.,1.0,601739
2113852-5,2016-10-19,2016-10-19T12:56:19,CCJC,REQ 134/2016 CCJC,Aprovado,1.0,601739
601739-42,2015-10-07,2015-10-07T16:02:29,CMADS,,Aprovado o Parecer por unanimidade.,1.0,601739
944305-151,2024-12-03,2024-12-03T15:48:52,CCJC,,Aprovado o Parecer.,1.0,944305
944305-141,2024-06-12,2024-06-12T10:44:31,CFT,,Aprovado o Parecer.,1.0,944305
944305-131,2024-05-08,2024-05-08T11:22:59,CSAUDE,,Aprovado o Parecer.,1.0,944305
944305-120,2023-08-01,2023-08-01T16:27:57,CPD,,Aprovado o Parecer.,1.0,944305
944305-97,2018-12-12,2018-12-12T11:01:27,CCJC,,Aprovada a Emenda de Redação e a Redação Final.,1.0,944305
944305-82,2018-11-13,2018-11-13T11:55:48,CCJC,,Aprovado o Parecer.,1.0,944305
944305-66,2017-07-12,2017-07-12T11:18:08,CFT,,Aprovado por Unanimidade o Parecer.,1.0,944305
944305-51,2015-12-16,2015-12-16T15:31:39,CPD,,Aprovado o Parecer.,1.0,944305
944305-33,2015-07-15,2015-07-15T15:00:37,CSAUDE,,Aprovado por Unanimidade o Parecer com Complementação de Voto.,1.0,944305
944305-25,2015-03-11,2015-05-20T12:13:09,MESA,,"Apresentação do Requerimento de Redistribuição n. 898/2015, pela Comissão de Defesa dos Direitos das Pessoas com Deficiência, que: ""Requer a redistribuição de proposições"".",1.0,944305
1299577-96,2023-03-29,2023-03-29T12:43:10,CCJC,,Aprovado o Parecer.,1.0,1299577
1299577-83,2021-05-19,2021-05-19T09:41:30,CAPADR,,Aprovado o Parecer.,1.0,1299577
1299577-64,2017-05-09,2017-05-09T16:13:43,CCJC,,Aprovada a Redação Final.,1.0,1299577
1299577-48,2017-04-05,2017-04-05T13:12:54,CCJC,,Aprovado o Parecer.,1.0,1299577
1299577-28,2015-11-11,2015-11-11T12:27:43,CAPADR,,Aprovado por Unanimidade o Parecer.,1.0,1299577
1579220-2,2015-07-15,2015-07-15T10:33:19,CAPADR,REQ 134/2015 CAPADR,Aprovado,1.0,1299577
2057934-120,2023-08-31,2023-08-31T11:07:18,CCJC,,Aprovado o Parecer.,1.0,2057934
2057934-109,2022-11-30,2022-11-30T12:45:43,CSAUDE,,Aprovado o Parecer.,1.0,2057934
2057934-88,2019-08-20,2019-08-20T15:26:23,CCJC,,Aprovada a Redação Final.,1.0,2057934
2057934-72,2019-06-05,2019-06-05T11:22:53,CCJC,,Aprovado o Parecer.,1.0,2057934
2057934-41,2018-05-09,2018-05-09T12:42:10,CSAUDE,,Aprovado por Unanimidade o Parecer.,1.0,2057934
1672576-238,2024-08-28,2024-08-28T19:34:59,SECAP(SGM),,"Realizar o encaminhamento do PL-1829/2019 (Nº Anterior: PL 2724/2015) à PL272415 (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,1672576
1672576-237,2024-08-28,2024-08-28T19:34:44,SECAP(SGM),,"Realizar o encaminhamento do PL-1829/2019 (Nº Anterior: PL 2724/2015) à PL272415 (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,1672576
1672576-236,2024-08-28,2024-08-28T19:34:30,SECAP(SGM),,"Realizar o encaminhamento do PL-1829/2019 (Nº Anterior: PL 2724/2015) à PL272415 (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,1672576
1672576-235,2024-08-28,2024-08-28T19:34:16,SECAP(SGM),,"Realizar o encaminhamento do PL-1829/2019 (Nº Anterior: PL 2724/2015) à CEURG (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,1672576
1672576-234,2024-08-28,2024-08-28T19:34:05,SECAP(SGM),,"Realizar o encaminhamento do PL-1829/2019 (Nº Anterior: PL 2724/2015) à CEURG (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,1672576
1672576-233,2024-08-28,2024-08-28T19:33:57,SECAP(SGM),,"Realizar o encaminhamento do PL-1829/2019 (Nº Anterior: PL 2724/2015) à CEURG (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,1672576
1672576-231,2024-08-28,2024-08-28T19:25:33,PLEN,,"Aprovada a Redação Final assinada pelo Relator, Dep. Paulo Azi (UNIÃO-BA).",1.0,1672576
1672576-229,2024-08-28,2024-08-28T19:25:01,PLEN,,"Rejeitados os artigos 246 e 251-B da Lei nº 7.565, de 1986, incluídos pelo artigo 2º do Substitutivo do Senado Federal.",0.0,1672576
1672576-227,2024-08-28,2024-08-28T19:24:28,PLEN,,"Aprovado o Substitutivo do Senado Federal ao Projeto de Lei nº 2.724, de 2015, com exceção dos artigos 246 e 251-B da Lei nº 7.565, de 1986, incluídos pelo artigo 2º.",1.0,1672576
1672576-221,2024-08-28,2024-08-28T18:48:47,PLEN,,Rejeitado o Requerimento. Sim: 27; não: 394; total: 421.,0.0,1672576
1672576-197,2019-03-26,2019-03-26T20:35:41,PLEN,,"Aprovada a Redação Final assinada pelo Relator, Dep. Paulo Azi (DEM-BA).",1.0,1672576
1672576-195,2019-03-26,2019-03-26T20:35:17,PLEN,,Aprovada a Emenda de Redação nº 1.,1.0,1672576
1672576-193,2019-03-26,2019-03-26T20:34:35,PLEN,,Mantido o texto. Sim: 310; não: 132; abstenção: 2; total: 444.,,1672576
1672576-187,2019-03-26,2019-03-26T19:58:53,PLEN,,Mantido o texto.,,1672576
1672576-180,2019-03-26,2019-03-26T19:08:49,PLEN,,Rejeitado o Requerimento.,0.0,1672576
1672576-177,2019-03-26,2019-03-26T18:56:00,PLEN,,Suprimido o texto. Sim: 3; não: 414; abstenção: 1; total: 418.,,1672576
1672576-171,2019-03-26,2019-03-26T18:14:55,PLEN,,Rejeitada a Emenda nº 15. Sim: 191; não: 221; abstenção: 1; total: 413.,0.0,1672576
1672576-169,2019-03-26,2019-03-26T17:55:33,PLEN,,Rejeitado o Requerimento.,0.0,1672576
1672576-159,2019-03-20,2019-03-20T21:53:29,PLEN,,Rejeitada a Emenda nº 15.,0.0,1672576
1672576-156,2019-03-20,2019-03-20T21:36:27,PLEN,,Mantido o texto.,,1672576
1672576-153,2019-03-20,2019-03-20T21:12:21,PLEN,,Rejeitada a Emenda nº 3. Sim: 89; não: 305; total: 394.,0.0,1672576
1672576-150,2019-03-20,2019-03-20T20:35:40,PLEN,,Rejeitada a Emenda nº 17. Sim: 158; não: 246; abstenção: 1; total: 405.,0.0,1672576
1672576-147,2019-03-20,2019-03-20T20:12:17,PLEN,,Rejeitado o Requerimento. Sim: 42; não: 333; abstenção: 1; total: 376.,0.0,1672576
1672576-141,2019-03-20,2019-03-20T19:49:48,PLEN,,Mantido o texto. Sim: 301; não: 115; abstenção: 5; total: 421.,,1672576
1672576-136,2019-03-20,2019-03-20T19:12:24,PLEN,,"Aprovada a Subemenda Substitutiva Global de Plenário Reformulada ao Projeto de Lei n° 2.724, de 2015, oferecida pelo Relator da Comissão Especial, ressalvados os destaques. Sim: 329; não: 44; abstenção: 1; total: 374.",1.0,1672576
1672576-133,2019-03-20,2019-03-20T18:35:07,PLEN,,Rejeitada a admissibilidade dos destaques simples. Sim: 36; não: 342; total: 378.,0.0,1672576
1672576-131,2019-03-20,2019-03-20T18:01:19,PLEN,,Aprovado o Requerimento.,1.0,1672576
1672576-128,2019-03-20,2019-03-20T17:47:36,PLEN,,Rejeitado o Requerimento. Sim: 24; não: 322; total: 346.,0.0,1672576
1672576-124,2019-03-20,2019-03-20T17:28:53,PLEN,,Rejeitado o Requerimento. Sim: 26; não: 234; abstenção: 1; total: 261.,0.0,1672576
1672576-120,2019-03-20,2019-03-20T17:04:38,PLEN,,Rejeitado o Requerimento. Sim: 17; não: 269; abstenção: 2; total: 288.,0.0,1672576
1672576-109,2019-03-19,2019-03-19T21:17:28,PLEN,,Aprovado o Requerimento. Sim: 338; não: 65; total: 403.,1.0,1672576
1672576-101,2019-03-19,2019-03-19T19:30:02,PLEN,,Rejeitado o Requerimento. Sim: 40; não: 317; abstenção: 1; total: 358.,0.0,1672576
1672576-97,2019-03-19,2019-03-19T18:52:29,PLEN,,Rejeitado o Requerimento. Sim: 45; não: 308; abstenção: 4; total: 357.,0.0,1672576
1672576-51,2018-03-20,2018-03-20T19:42:29,PLEN,,Aprovado requerimento n. 7109/2017 do Sr. Herculano Passos que requer urgência para apreciação do PL 2724/2015.,1.0,1672576
1672576-50,2018-03-20,2018-03-20T19:42:29,PLEN,,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 7109/2017 => PL 2724/2015.,1.0,1672576
