id_proposicao,codTema,tema,relevancia
2313835,66,"Indústria, Comércio e Serviços",0
2313832,61,"Viação, Transporte e Mobilidade",0
2313840,39,Esporte e Lazer,0
2313840,56,Saúde,0
2313837,46,Educação,0
2313837,39,Esporte e Lazer,0
2313836,56,Saúde,0
2313842,72,Homenagens e Datas Comemorativas,0
2313845,76,Direito e Justiça,0
2313845,44,Direitos Humanos e Minorias,0
2313843,34,Administração Pública,0
2313843,44,Direitos Humanos e Minorias,0
2313844,57,Defesa e Segurança,0
2313847,56,Saúde,0
2313846,43,Direito Penal e Processual Penal,0
2313848,46,Educação,0
2313849,64,"Agricultura, Pecuária, Pesca e Extrativismo",0
2313849,40,Economia,0
2313849,70,Finanças Públicas e Orçamento,0
2313850,54,"Energia, Recursos Hídricos e Minerais",0
2313850,48,Meio Ambiente e Desenvolvimento Sustentável,0
2313850,60,Turismo,0
2313854,37,Comunicações,0
2313854,44,Direitos Humanos e Minorias,0
2313852,61,"Viação, Transporte e Mobilidade",0
2313851,72,Homenagens e Datas Comemorativas,0
2313851,74,"Política, Partidos e Eleições",0
2313855,42,Direito Civil e Processual Civil,0
2313855,54,"Energia, Recursos Hídricos e Minerais",0
2313853,70,Finanças Públicas e Orçamento,0
2313853,61,"Viação, Transporte e Mobilidade",0
2313861,34,Administração Pública,0
2313861,57,Defesa e Segurança,0
2313861,44,Direitos Humanos e Minorias,0
2313858,39,Esporte e Lazer,0
2313856,57,Defesa e Segurança,0
2313856,43,Direito Penal e Processual Penal,0
2313856,48,Meio Ambiente e Desenvolvimento Sustentável,0
2313864,34,Administração Pública,0
2313864,56,Saúde,0
2313859,34,Administração Pública,0
2313859,70,Finanças Públicas e Orçamento,0
2313859,48,Meio Ambiente e Desenvolvimento Sustentável,0
2313857,37,Comunicações,0
2313865,34,Administração Pública,0
2313865,44,Direitos Humanos e Minorias,0
2313863,56,Saúde,0
2313860,61,"Viação, Transporte e Mobilidade",0
2313872,64,"Agricultura, Pecuária, Pesca e Extrativismo",0
2313872,40,Economia,0
2313862,64,"Agricultura, Pecuária, Pesca e Extrativismo",0
2313862,56,Saúde,0
2313874,52,Previdência e Assistência Social,0
2313874,58,Trabalho e Emprego,0
2313867,41,Cidades e Desenvolvimento Urbano,0
2313867,40,Economia,0
2313867,48,Meio Ambiente e Desenvolvimento Sustentável,0
2313867,52,Previdência e Assistência Social,0
2313884,64,"Agricultura, Pecuária, Pesca e Extrativismo",0
2313869,34,Administração Pública,0
2313869,52,Previdência e Assistência Social,0
2313886,44,Direitos Humanos e Minorias,0
2313886,56,Saúde,0
2313885,67,Direito e Defesa do Consumidor,0
2313885,61,"Viação, Transporte e Mobilidade",0
2313870,76,Direito e Justiça,0
2313870,44,Direitos Humanos e Minorias,0
2313888,56,Saúde,0
2313890,34,Administração Pública,0
2313890,42,Direito Civil e Processual Civil,0
2313890,44,Direitos Humanos e Minorias,0
2313890,40,Economia,0
2313873,67,Direito e Defesa do Consumidor,0
2313873,61,"Viação, Transporte e Mobilidade",0
2313875,37,Comunicações,0
2313893,48,Meio Ambiente e Desenvolvimento Sustentável,0
2313898,62,"Ciência, Tecnologia e Inovação",0
2313898,46,Educação,0
2313898,70,Finanças Públicas e Orçamento,0
2313877,34,Administração Pública,0
2313877,35,"Arte, Cultura e Religião",0
2313880,66,"Indústria, Comércio e Serviços",0
2313897,44,Direitos Humanos e Minorias,0
2313901,72,Homenagens e Datas Comemorativas,0
2313881,64,"Agricultura, Pecuária, Pesca e Extrativismo",0
2313905,44,Direitos Humanos e Minorias,0
2313905,70,Finanças Públicas e Orçamento,0
2313903,64,"Agricultura, Pecuária, Pesca e Extrativismo",0
2313903,40,Economia,0
2313889,56,Saúde,0
2313908,40,Economia,0
2313913,44,Direitos Humanos e Minorias,0
2313913,54,"Energia, Recursos Hídricos e Minerais",0
2313899,44,Direitos Humanos e Minorias,0
2313899,70,Finanças Públicas e Orçamento,0
2313916,67,Direito e Defesa do Consumidor,0
2313916,40,Economia,0
2313916,66,"Indústria, Comércio e Serviços",0
2313916,56,Saúde,0
2313902,40,Economia,0
2313918,41,Cidades e Desenvolvimento Urbano,0
2313918,44,Direitos Humanos e Minorias,0
2313904,64,"Agricultura, Pecuária, Pesca e Extrativismo",0
2313904,51,Estrutura Fundiária,0
2313904,70,Finanças Públicas e Orçamento,0
2313919,44,Direitos Humanos e Minorias,0
2313919,52,Previdência e Assistência Social,0
2313920,64,"Agricultura, Pecuária, Pesca e Extrativismo",0
2313906,70,Finanças Públicas e Orçamento,0
2313906,56,Saúde,0
2313923,72,Homenagens e Datas Comemorativas,0
2313928,44,Direitos Humanos e Minorias,0
2313928,56,Saúde,0
2313926,53,Processo Legislativo e Atuação Parlamentar,0
2313907,61,"Viação, Transporte e Mobilidade",0
2313932,76,Direito e Justiça,0
2313932,58,Trabalho e Emprego,0
2313909,72,Homenagens e Datas Comemorativas,0
2313931,58,Trabalho e Emprego,0
2313933,66,"Indústria, Comércio e Serviços",0
2313933,61,"Viação, Transporte e Mobilidade",0
2313911,72,Homenagens e Datas Comemorativas,0
2313935,44,Direitos Humanos e Minorias,0
2313938,48,Meio Ambiente e Desenvolvimento Sustentável,0
2313937,43,Direito Penal e Processual Penal,0
2313937,44,Direitos Humanos e Minorias,0
2313915,56,Saúde,0
2313939,34,Administração Pública,0
2313939,44,Direitos Humanos e Minorias,0
2313939,56,Saúde,0
2313917,34,Administração Pública,0
2313917,54,"Energia, Recursos Hídricos e Minerais",0
2313917,70,Finanças Públicas e Orçamento,0
2313944,41,Cidades e Desenvolvimento Urbano,0
2313944,48,Meio Ambiente e Desenvolvimento Sustentável,0
2313951,61,"Viação, Transporte e Mobilidade",0
2313953,60,Turismo,0
2313924,44,Direitos Humanos e Minorias,0
2313924,58,Trabalho e Emprego,0
2313959,34,Administração Pública,0
2313929,57,Defesa e Segurança,0
2313929,76,Direito e Justiça,0
2313929,58,Trabalho e Emprego,0
2313961,43,Direito Penal e Processual Penal,0
2313934,46,Educação,0
2313962,43,Direito Penal e Processual Penal,0
2313963,43,Direito Penal e Processual Penal,0
2313965,43,Direito Penal e Processual Penal,0
2313941,52,Previdência e Assistência Social,0
2313941,58,Trabalho e Emprego,0
2313966,57,Defesa e Segurança,0
2313966,48,Meio Ambiente e Desenvolvimento Sustentável,0
2313966,60,Turismo,0
2313942,44,Direitos Humanos e Minorias,0
2313942,66,"Indústria, Comércio e Serviços",0
2313942,56,Saúde,0
2313946,58,Trabalho e Emprego,0
2313969,40,Economia,0
2313974,34,Administração Pública,0
2313970,40,Economia,0
2313970,66,"Indústria, Comércio e Serviços",0
2313956,44,Direitos Humanos e Minorias,0
2313956,54,"Energia, Recursos Hídricos e Minerais",0
2313973,34,Administração Pública,0
2313973,56,Saúde,0
2313975,34,Administração Pública,0
2313960,48,Meio Ambiente e Desenvolvimento Sustentável,0
2313983,34,Administração Pública,0
2313983,58,Trabalho e Emprego,0
2313967,37,Comunicações,0
2313986,56,Saúde,0
2313968,56,Saúde,0
2313984,54,"Energia, Recursos Hídricos e Minerais",0
2313984,48,Meio Ambiente e Desenvolvimento Sustentável,0
2313984,56,Saúde,0
2313972,64,"Agricultura, Pecuária, Pesca e Extrativismo",0
2313992,34,Administração Pública,0
2313992,70,Finanças Públicas e Orçamento,0
2313989,64,"Agricultura, Pecuária, Pesca e Extrativismo",0
2313989,44,Direitos Humanos e Minorias,0
2313989,54,"Energia, Recursos Hídricos e Minerais",0
2313989,48,Meio Ambiente e Desenvolvimento Sustentável,0
2313976,34,Administração Pública,0
2313995,54,"Energia, Recursos Hídricos e Minerais",0
2313995,70,Finanças Públicas e Orçamento,0
2313987,44,Direitos Humanos e Minorias,0
2313987,54,"Energia, Recursos Hídricos e Minerais",0
2313987,48,Meio Ambiente e Desenvolvimento Sustentável,0
2313978,34,Administração Pública,0
2313978,44,Direitos Humanos e Minorias,0
2313988,44,Direitos Humanos e Minorias,0
2313988,54,"Energia, Recursos Hídricos e Minerais",0
2313988,48,Meio Ambiente e Desenvolvimento Sustentável,0
2313994,61,"Viação, Transporte e Mobilidade",0
2313981,64,"Agricultura, Pecuária, Pesca e Extrativismo",0
2313997,54,"Energia, Recursos Hídricos e Minerais",0
2313997,48,Meio Ambiente e Desenvolvimento Sustentável,0
2313991,44,Direitos Humanos e Minorias,0
2313991,56,Saúde,0
2314001,35,"Arte, Cultura e Religião",0
2313993,44,Direitos Humanos e Minorias,0
2313993,56,Saúde,0
2314007,61,"Viação, Transporte e Mobilidade",0
2313996,66,"Indústria, Comércio e Serviços",0
2313996,48,Meio Ambiente e Desenvolvimento Sustentável,0
2313996,56,Saúde,0
2314011,67,Direito e Defesa do Consumidor,0
2313999,64,"Agricultura, Pecuária, Pesca e Extrativismo",0
2313999,40,Economia,0
2314009,48,Meio Ambiente e Desenvolvimento Sustentável,0
2314002,61,"Viação, Transporte e Mobilidade",0
2314013,64,"Agricultura, Pecuária, Pesca e Extrativismo",0
2314003,56,Saúde,0
2314017,43,Direito Penal e Processual Penal,0
2314016,34,Administração Pública,0
2314016,43,Direito Penal e Processual Penal,0
2314042,40,Economia,0
2314042,55,Relações Internacionais e Comércio Exterior,0
2314077,34,Administração Pública,0
2314077,41,Cidades e Desenvolvimento Urbano,0
2314075,58,Trabalho e Emprego,0
2314082,61,"Viação, Transporte e Mobilidade",0
2314094,44,Direitos Humanos e Minorias,0
2314094,56,Saúde,0
2314099,37,Comunicações,0
2314100,61,"Viação, Transporte e Mobilidade",0
2314073,67,Direito e Defesa do Consumidor,0
2314073,54,"Energia, Recursos Hídricos e Minerais",0
2314073,66,"Indústria, Comércio e Serviços",0
2314076,57,Defesa e Segurança,0
2314076,55,Relações Internacionais e Comércio Exterior,0
2314104,70,Finanças Públicas e Orçamento,0
2314104,61,"Viação, Transporte e Mobilidade",0
2314079,54,"Energia, Recursos Hídricos e Minerais",0
2314079,55,Relações Internacionais e Comércio Exterior,0
2314081,61,"Viação, Transporte e Mobilidade",0
2314114,48,Meio Ambiente e Desenvolvimento Sustentável,0
2314114,61,"Viação, Transporte e Mobilidade",0
2314090,72,Homenagens e Datas Comemorativas,0
2314091,56,Saúde,0
2314096,61,"Viação, Transporte e Mobilidade",0
2314119,44,Direitos Humanos e Minorias,0
2314119,55,Relações Internacionais e Comércio Exterior,0
2314121,58,Trabalho e Emprego,0
2314103,44,Direitos Humanos e Minorias,0
2314103,55,Relações Internacionais e Comércio Exterior,0
2314125,57,Defesa e Segurança,0
2314125,54,"Energia, Recursos Hídricos e Minerais",0
2314125,48,Meio Ambiente e Desenvolvimento Sustentável,0
2314110,44,Direitos Humanos e Minorias,0
2314110,46,Educação,0
2314110,56,Saúde,0
2314126,34,Administração Pública,0
2314126,64,"Agricultura, Pecuária, Pesca e Extrativismo",0
2314126,44,Direitos Humanos e Minorias,0
2314126,70,Finanças Públicas e Orçamento,0
2314113,48,Meio Ambiente e Desenvolvimento Sustentável,0
2314113,61,"Viação, Transporte e Mobilidade",0
2314129,54,"Energia, Recursos Hídricos e Minerais",0
2314129,70,Finanças Públicas e Orçamento,0
2314111,64,"Agricultura, Pecuária, Pesca e Extrativismo",0
2314133,42,Direito Civil e Processual Civil,0
2314133,44,Direitos Humanos e Minorias,0
2314131,35,"Arte, Cultura e Religião",0
2314131,66,"Indústria, Comércio e Serviços",0
2314131,58,Trabalho e Emprego,0
2314134,43,Direito Penal e Processual Penal,0
2314134,44,Direitos Humanos e Minorias,0
2314137,43,Direito Penal e Processual Penal,0
2314136,34,Administração Pública,0
2314136,43,Direito Penal e Processual Penal,0
2314123,34,Administração Pública,0
2314123,40,Economia,0
2314123,54,"Energia, Recursos Hídricos e Minerais",0
2314135,57,Defesa e Segurança,0
2314135,43,Direito Penal e Processual Penal,0
2314122,34,Administração Pública,0
2314144,58,Trabalho e Emprego,0
2314147,52,Previdência e Assistência Social,0
2314146,61,"Viação, Transporte e Mobilidade",0
2314127,41,Cidades e Desenvolvimento Urbano,0
2314127,61,"Viação, Transporte e Mobilidade",0
2314149,56,Saúde,0
2314152,43,Direito Penal e Processual Penal,0
2314132,34,Administração Pública,0
2314132,62,"Ciência, Tecnologia e Inovação",0
2314138,43,Direito Penal e Processual Penal,0
2314158,34,Administração Pública,0
2314158,46,Educação,0
2314139,43,Direito Penal e Processual Penal,0
2314163,43,Direito Penal e Processual Penal,0
2314145,56,Saúde,0
2314162,34,Administração Pública,0
2314162,67,Direito e Defesa do Consumidor,0
2314162,43,Direito Penal e Processual Penal,0
2314162,56,Saúde,0
2314164,34,Administração Pública,0
2314164,56,Saúde,0
2314148,46,Educação,0
2314167,46,Educação,0
2314167,66,"Indústria, Comércio e Serviços",0
2314167,56,Saúde,0
2314150,44,Direitos Humanos e Minorias,0
2314150,56,Saúde,0
2314165,40,Economia,0
2314165,66,"Indústria, Comércio e Serviços",0
2314165,56,Saúde,0
2314168,67,Direito e Defesa do Consumidor,0
2314168,56,Saúde,0
2314155,70,Finanças Públicas e Orçamento,0
2314170,67,Direito e Defesa do Consumidor,0
2314170,66,"Indústria, Comércio e Serviços",0
2314170,61,"Viação, Transporte e Mobilidade",0
2314172,57,Defesa e Segurança,0
2314172,46,Educação,0
2314172,58,Trabalho e Emprego,0
2314169,67,Direito e Defesa do Consumidor,0
2314169,56,Saúde,0
2314171,46,Educação,0
2314197,34,Administração Pública,0
2314197,54,"Energia, Recursos Hídricos e Minerais",0
2314197,48,Meio Ambiente e Desenvolvimento Sustentável,0
2314200,62,"Ciência, Tecnologia e Inovação",0
2314200,46,Educação,0
2314212,46,Educação,0
2314195,56,Saúde,0
2314195,58,Trabalho e Emprego,0
2314213,34,Administração Pública,0
2314213,37,Comunicações,0
2314216,57,Defesa e Segurança,0
2314218,67,Direito e Defesa do Consumidor,0
2314218,61,"Viação, Transporte e Mobilidade",0
2314198,34,Administração Pública,0
2314198,54,"Energia, Recursos Hídricos e Minerais",0
2314198,48,Meio Ambiente e Desenvolvimento Sustentável,0
2314208,57,Defesa e Segurança,0
2314208,39,Esporte e Lazer,0
2314233,44,Direitos Humanos e Minorias,0
2314233,56,Saúde,0
2314224,44,Direitos Humanos e Minorias,0
2314224,56,Saúde,0
2314209,66,"Indústria, Comércio e Serviços",0
2314209,56,Saúde,0
2314209,58,Trabalho e Emprego,0
2314214,35,"Arte, Cultura e Religião",0
2314214,43,Direito Penal e Processual Penal,0
2314242,54,"Energia, Recursos Hídricos e Minerais",0
2314242,70,Finanças Públicas e Orçamento,0
2314244,41,Cidades e Desenvolvimento Urbano,0
2314215,57,Defesa e Segurança,0
2314215,43,Direito Penal e Processual Penal,0
2314245,40,Economia,0
2314245,70,Finanças Públicas e Orçamento,0
2314245,55,Relações Internacionais e Comércio Exterior,0
2314221,57,Defesa e Segurança,0
2314221,60,Turismo,0
2314249,41,Cidades e Desenvolvimento Urbano,0
2314249,40,Economia,0
2314230,44,Direitos Humanos e Minorias,0
2314230,56,Saúde,0
2314254,43,Direito Penal e Processual Penal,0
2314251,56,Saúde,0
2314251,58,Trabalho e Emprego,0
2314234,70,Finanças Públicas e Orçamento,0
2314234,58,Trabalho e Emprego,0
2314234,61,"Viação, Transporte e Mobilidade",0
2314255,42,Direito Civil e Processual Civil,0
2314236,46,Educação,0
2314236,70,Finanças Públicas e Orçamento,0
2314236,58,Trabalho e Emprego,0
2314241,34,Administração Pública,0
2314241,48,Meio Ambiente e Desenvolvimento Sustentável,0
2314239,44,Direitos Humanos e Minorias,0
2314239,46,Educação,0
2314239,70,Finanças Públicas e Orçamento,0
2314247,70,Finanças Públicas e Orçamento,0
2314247,48,Meio Ambiente e Desenvolvimento Sustentável,0
2314256,44,Direitos Humanos e Minorias,0
2314256,74,"Política, Partidos e Eleições",0
2314270,34,Administração Pública,0
2314270,37,Comunicações,0
2314257,58,Trabalho e Emprego,0
2314271,55,Relações Internacionais e Comércio Exterior,0
2314279,43,Direito Penal e Processual Penal,0
2314277,56,Saúde,0
2314286,34,Administração Pública,0
2314286,40,Economia,0
2314298,34,Administração Pública,0
2314298,40,Economia,0
2314298,58,Trabalho e Emprego,0
2314281,56,Saúde,0
2314300,40,Economia,0
2314300,46,Educação,0
2314288,57,Defesa e Segurança,0
2314288,48,Meio Ambiente e Desenvolvimento Sustentável,0
2314301,40,Economia,0
2314301,46,Educação,0
2314304,72,Homenagens e Datas Comemorativas,0
2314291,40,Economia,0
2314291,70,Finanças Públicas e Orçamento,0
2314291,66,"Indústria, Comércio e Serviços",0
2314321,48,Meio Ambiente e Desenvolvimento Sustentável,0
2314321,61,"Viação, Transporte e Mobilidade",0
2314303,34,Administração Pública,0
2314303,58,Trabalho e Emprego,0
2314292,34,Administração Pública,0
2314292,48,Meio Ambiente e Desenvolvimento Sustentável,0
2314294,44,Direitos Humanos e Minorias,0
2314294,53,Processo Legislativo e Atuação Parlamentar,0
2314329,34,Administração Pública,0
2314329,35,"Arte, Cultura e Religião",0
2314330,35,"Arte, Cultura e Religião",0
2314330,46,Educação,0
2314323,60,Turismo,0
2314323,61,"Viação, Transporte e Mobilidade",0
2314347,40,Economia,0
2314351,67,Direito e Defesa do Consumidor,0
2314351,54,"Energia, Recursos Hídricos e Minerais",0
2314351,66,"Indústria, Comércio e Serviços",0
2314322,70,Finanças Públicas e Orçamento,0
2314322,58,Trabalho e Emprego,0
2314352,57,Defesa e Segurança,0
2314352,44,Direitos Humanos e Minorias,0
2314353,72,Homenagens e Datas Comemorativas,0
2314353,56,Saúde,0
2314324,44,Direitos Humanos e Minorias,0
2314324,74,"Política, Partidos e Eleições",0
2314367,64,"Agricultura, Pecuária, Pesca e Extrativismo",0
2314367,66,"Indústria, Comércio e Serviços",0
2314368,64,"Agricultura, Pecuária, Pesca e Extrativismo",0
2314368,70,Finanças Públicas e Orçamento,0
2314368,66,"Indústria, Comércio e Serviços",0
2314372,57,Defesa e Segurança,0
2314372,44,Direitos Humanos e Minorias,0
2314328,34,Administração Pública,0
2314328,42,Direito Civil e Processual Civil,0
2314328,58,Trabalho e Emprego,0
2314376,43,Direito Penal e Processual Penal,0
2314375,44,Direitos Humanos e Minorias,0
2314375,46,Educação,0
2314346,42,Direito Civil e Processual Civil,0
2314346,43,Direito Penal e Processual Penal,0
2314377,40,Economia,0
2314377,58,Trabalho e Emprego,0
2314348,42,Direito Civil e Processual Civil,0
2314348,44,Direitos Humanos e Minorias,0
2314379,43,Direito Penal e Processual Penal,0
2314381,43,Direito Penal e Processual Penal,0
2314361,41,Cidades e Desenvolvimento Urbano,0
2314361,57,Defesa e Segurança,0
2314371,66,"Indústria, Comércio e Serviços",0
2314371,48,Meio Ambiente e Desenvolvimento Sustentável,0
2314402,34,Administração Pública,0
2314402,48,Meio Ambiente e Desenvolvimento Sustentável,0
2314373,44,Direitos Humanos e Minorias,0
2314390,34,Administração Pública,0
2314380,44,Direitos Humanos e Minorias,0
2314405,34,Administração Pública,0
2314398,67,Direito e Defesa do Consumidor,0
2314408,44,Direitos Humanos e Minorias,0
2314408,46,Educação,0
2314403,72,Homenagens e Datas Comemorativas,0
2314404,44,Direitos Humanos e Minorias,0
2314404,39,Esporte e Lazer,0
2314399,44,Direitos Humanos e Minorias,0
2314399,52,Previdência e Assistência Social,0
2314406,34,Administração Pública,0
2314400,44,Direitos Humanos e Minorias,0
2314400,56,Saúde,0
2314426,70,Finanças Públicas e Orçamento,0
2314426,58,Trabalho e Emprego,0
2314425,72,Homenagens e Datas Comemorativas,0
2314433,62,"Ciência, Tecnologia e Inovação",0
2314433,70,Finanças Públicas e Orçamento,0
2314433,56,Saúde,0
2314498,67,Direito e Defesa do Consumidor,0
2314498,66,"Indústria, Comércio e Serviços",0
2314498,56,Saúde,0
2314436,58,Trabalho e Emprego,0
2314504,44,Direitos Humanos e Minorias,0
2314504,56,Saúde,0
2314505,44,Direitos Humanos e Minorias,0
2314505,56,Saúde,0
2314490,42,Direito Civil e Processual Civil,0
2314509,34,Administração Pública,0
2314509,70,Finanças Públicas e Orçamento,0
2314509,66,"Indústria, Comércio e Serviços",0
2314508,35,"Arte, Cultura e Religião",0
2314496,70,Finanças Públicas e Orçamento,0
2314496,58,Trabalho e Emprego,0
2314510,34,Administração Pública,0
2314515,34,Administração Pública,0
2314511,34,Administração Pública,0
2314511,42,Direito Civil e Processual Civil,0
2314511,51,Estrutura Fundiária,0
2314500,44,Direitos Humanos e Minorias,0
2314516,34,Administração Pública,0
2314516,70,Finanças Públicas e Orçamento,0
2314520,56,Saúde,0
2314517,34,Administração Pública,0
2314502,44,Direitos Humanos e Minorias,0
2314502,39,Esporte e Lazer,0
2314522,62,"Ciência, Tecnologia e Inovação",0
2314522,40,Economia,0
2314518,43,Direito Penal e Processual Penal,0
2314518,44,Direitos Humanos e Minorias,0
2314501,35,"Arte, Cultura e Religião",0
2314501,44,Direitos Humanos e Minorias,0
2314524,44,Direitos Humanos e Minorias,0
2314524,54,"Energia, Recursos Hídricos e Minerais",0
2314524,48,Meio Ambiente e Desenvolvimento Sustentável,0
2314521,44,Direitos Humanos e Minorias,0
2314503,72,Homenagens e Datas Comemorativas,0
2314503,56,Saúde,0
2314525,70,Finanças Públicas e Orçamento,0
2314525,58,Trabalho e Emprego,0
2314529,57,Defesa e Segurança,0
2314529,70,Finanças Públicas e Orçamento,0
2314526,39,Esporte e Lazer,0
2314527,34,Administração Pública,0
2314523,41,Cidades e Desenvolvimento Urbano,0
2314523,61,"Viação, Transporte e Mobilidade",0
2314537,53,Processo Legislativo e Atuação Parlamentar,0
2314531,43,Direito Penal e Processual Penal,0
2314531,39,Esporte e Lazer,0
2314528,34,Administração Pública,0
2314528,58,Trabalho e Emprego,0
2314539,34,Administração Pública,0
2314539,70,Finanças Públicas e Orçamento,0
2314534,44,Direitos Humanos e Minorias,0
2314534,52,Previdência e Assistência Social,0
2314530,34,Administração Pública,0
2314530,41,Cidades e Desenvolvimento Urbano,0
2314530,54,"Energia, Recursos Hídricos e Minerais",0
2314536,44,Direitos Humanos e Minorias,0
2314536,54,"Energia, Recursos Hídricos e Minerais",0
2314536,48,Meio Ambiente e Desenvolvimento Sustentável,0
2314540,61,"Viação, Transporte e Mobilidade",0
2314532,43,Direito Penal e Processual Penal,0
2314532,40,Economia,0
2314532,70,Finanças Públicas e Orçamento,0
2314538,44,Direitos Humanos e Minorias,0
2314538,56,Saúde,0
2314547,61,"Viação, Transporte e Mobilidade",0
2314541,37,Comunicações,0
2314541,74,"Política, Partidos e Eleições",0
2314551,64,"Agricultura, Pecuária, Pesca e Extrativismo",0
2314542,40,Economia,0
2314542,46,Educação,0
2314546,44,Direitos Humanos e Minorias,0
2314546,70,Finanças Públicas e Orçamento,0
2314552,61,"Viação, Transporte e Mobilidade",0
2314549,44,Direitos Humanos e Minorias,0
2314549,70,Finanças Públicas e Orçamento,0
2314548,56,Saúde,0
2314550,56,Saúde,0
2314554,52,Previdência e Assistência Social,0
2314553,54,"Energia, Recursos Hídricos e Minerais",0
2314553,70,Finanças Públicas e Orçamento,0
2314561,66,"Indústria, Comércio e Serviços",0
2314561,48,Meio Ambiente e Desenvolvimento Sustentável,0
2314555,44,Direitos Humanos e Minorias,0
2314555,46,Educação,0
2314565,67,Direito e Defesa do Consumidor,0
