id_votacao,data,data_hora_registro,sigla_orgao,proposicaoObjeto,descricao,aprovacao,id_proposicao
2313777-37,2022-05-18,2022-05-18T21:22:09,PLEN,,"Aprovada a Medida Provisória nº 1.097, de 2022.",1.0,2313777
2313777-35,2022-05-18,2022-05-18T21:21:43,PLEN,,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e pela inadequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.",1.0,2313777
2313777-34,2022-05-18,2022-05-18T21:21:18,PLEN,,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e à adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.",1.0,2313777
2313792-92,2024-05-08,2024-05-08T20:38:34,PLEN,,"Aprovada a Redação Final assinada pelo Relator, Dep. Fred Costa (Patriota-MG).",1.0,2313792
2313792-88,2024-05-08,2024-05-08T20:36:05,PLEN,,Mantido o texto.,,2313792
2313792-85,2024-05-08,2024-05-08T20:30:56,PLEN,,Rejeitada a Emenda de Plenário n° 1.,0.0,2313792
2313792-83,2024-05-08,2024-05-08T20:29:33,PLEN,,"Aprovado o Substitutivo ao Projeto de Lei nº 13, de 2022, adotado pelo Relator da Comissão de Meio Ambiente e Desenvolvimento Sustentável, ressalvado o destaque.",1.0,2313792
2313792-30,2022-08-04,2022-08-04T11:03:05,PLEN,,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 1126/2022.,1.0,2313792
2313792-29,2022-08-04,2022-08-04T11:03:05,SECAP(SGM),,"Realizar o encaminhamento do PL-13/2022 à CMADS (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,2313792
2313792-28,2022-08-04,2022-08-04T11:03:04,SECAP(SGM),,"Realizar o encaminhamento do PL-13/2022 à CVT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,2313792
2313792-27,2022-08-04,2022-08-04T11:03:04,SECAP(SGM),,"Realizar o encaminhamento do PL-13/2022 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,2313792
2330742-13,2022-08-04,2022-08-04T11:03:02,PLEN,REQ 1126/2022,Aprovado o Requerimento de Urgência (Art. 155 do RICD).,1.0,2313792
2313776-40,2022-05-19,2022-05-19T15:38:31,PLEN,,"Aprovada a Redação Final assinada pelo Relator, Dep. Felício Laterça (PP-RJ).",1.0,2313776
2313776-38,2022-05-19,2022-05-19T15:37:49,PLEN,,"Aprovada a Medida Provisória nº 1.096, de 2022.",1.0,2313776
2313776-36,2022-05-19,2022-05-19T15:37:18,PLEN,,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista de Planos, Orçamentos Públicos e Fiscalização, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e pela inadequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.",1.0,2313776
2313776-35,2022-05-19,2022-05-19T15:36:47,PLEN,,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista de Planos, Orçamentos Públicos e Fiscalização, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e à adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.",1.0,2313776
2313781-93,2022-05-11,2022-05-11T23:55:57,PLEN,,"Aprovada a Redação Final assinada pela Relatora, Dep. Bia Kicis (PL-DF).",1.0,2313781
2313781-91,2022-05-11,2022-05-11T23:55:13,PLEN,,Rejeitada a Emenda de Plenário nº 2. Sim: 91; não: 226; total: 317.,0.0,2313781
2313781-88,2022-05-11,2022-05-11T23:40:10,PLEN,,Rejeitada a Emenda de Comissão nº 173. Sim: 102; não: 217; total: 319.,0.0,2313781
2313781-85,2022-05-11,2022-05-11T23:27:13,PLEN,,Rejeitada a Emenda de Plenário nº 1. Sim: 102; não: 230; total: 332.,0.0,2313781
2313781-82,2022-05-11,2022-05-11T23:12:34,PLEN,,Rejeitada a Emenda de Plenário nº 5. Sim: 99; não: 227; total: 326.,0.0,2313781
2313781-74,2022-05-11,2022-05-11T22:59:48,PLEN,,Rejeitada a Emenda de Comissão nº 26. Sim: 107; não: 208; abstenção: 1; total: 326.,0.0,2313781
2313781-71,2022-05-11,2022-05-11T22:44:45,PLEN,,Rejeitada a Emenda de Plenário nº 3. Sim: 92; não: 237; total: 329.,0.0,2313781
2313781-70,2022-05-11,2022-05-11T22:30:42,PLEN,,Rejeitado o Destaque. Sim: 85; não: 224; abstenção: 1; total: 310.,0.0,2313781
2313781-65,2022-05-11,2022-05-11T22:17:53,PLEN,,Rejeitadas as Emendas de Plenário ao Projeto de Lei de Conversão.,0.0,2313781
2313781-63,2022-05-11,2022-05-11T22:09:07,PLEN,,"Aprovada a Medida Provisória nº 1.099 de 2022, na forma do Projeto de Lei de Conversão, ressalvados os destaques. Sim: 251; não: 96; abstenção: 2; total: 349.",1.0,2313781
2313781-61,2022-05-11,2022-05-11T21:48:29,PLEN,,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e pela inadequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.",1.0,2313781
2313781-60,2022-05-11,2022-05-11T21:37:13,PLEN,,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e à adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.",1.0,2313781
2313781-57,2022-05-11,2022-05-11T21:19:11,PLEN,,Rejeitado o Requerimento. Sim: 4; não: 268: abstenção: 4; total: 276.,0.0,2313781
2313781-47,2022-05-11,2022-05-11T20:11:31,PLEN,,Rejeitado o Requerimento. Sim: 11; não: 274; abstenção: 3; total: 288.,0.0,2313781
2313781-39,2022-05-11,2022-05-11T19:02:20,PLEN,,Rejeitado o Requerimento. Sim: 13; não: 278; abstenção: 1; total: 292.,0.0,2313781
2313795-33,2023-08-09,2023-08-09T14:46:46,CCULT,,Aprovado o Parecer.,1.0,2313795
2313801-53,2024-05-15,2024-05-15T13:05:22,CSAUDE,,Aprovado o Parecer.,1.0,2313801
2313801-36,2023-05-24,2023-05-24T15:31:38,CMULHER,,Aprovado o Parecer.,1.0,2313801
2313775-31,2022-02-09,2022-02-09T16:22:03,PLEN,MSC 21/2022,"Aprovada a Redação Final assinada pelo Relator, Dep. Aécio Neves (PSDB-MG).",1.0,2313775
2313775-29,2022-02-09,2022-02-09T16:20:55,PLEN,MSC 21/2022,"Aprovado o Projeto de Decreto Legislativo nº 25 de 2022, adotado pelo relator da Comissão de Relações Exteriores e de Defesa Nacional.",1.0,2313775
2313775-18,2022-02-09,2022-02-09T15:56:40,SECAP(SGM),MSC 21/2022,"Realizar o encaminhamento da MSC-21/2022 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,2313775
2313775-17,2022-02-09,2022-02-09T15:56:40,SECAP(SGM),MSC 21/2022,"Realizar o encaminhamento da MSC-21/2022 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,2313775
2314044-9,2022-02-09,2022-02-09T15:56:40,PLEN,REQ 29/2022,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0,2313775
2313779-19,2022-12-14,2022-12-14T13:40:10,CREDN,,Aprovado o Parecer.,1.0,2313779
2313830-38,2024-12-04,2024-12-04T10:56:44,CMADS,,Aprovado o Parecer.,1.0,2313830
2313803-33,2023-08-16,2023-08-16T10:49:44,CFT,,Aprovado o Parecer.,1.0,2313803
2313817-42,2024-06-12,2024-06-12T14:13:16,CMULHER,,Aprovado o Parecer.,1.0,2313817
2313844-21,2024-12-09,2024-12-09T19:07:15,PLEN,,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 7885/2017, por ter sido aprovado o REQ 6903/2017 => PL 7885/2017 que está apensado ao primeiro.",1.0,2313844
2313844-20,2024-12-09,2024-12-09T19:07:09,PLEN,,"Aprovado o requerimento nº 6903/2017,do Sr. Paulo Teixeira, que solicita urgência (art. 155) para o PL 7885/2017.",1.0,2313844
2313848-38,2025-04-23,2025-04-23T11:37:44,CE,,"Aprovado o Parecer da Relatora, Deputada Lídice da Mata (PSB-BA)",1.0,2313848
2314220-7,2022-02-15,2022-02-15T17:59:21,PLEN,REQ 78/2022,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0,2313847
2313854-27,2023-08-30,2023-08-30T15:20:47,CE,,"Aprovado o Parecer, com substitutivo, por unanimidade.",1.0,2313854
2313858-34,2023-10-25,2023-10-25T13:55:09,CESPO,,Aprovado o Parecer.,1.0,2313858
2313859-43,2024-08-28,2024-08-28T10:39:13,CMADS,,Aprovado o Parecer.,1.0,2313859
2313852-30,2024-10-16,2024-10-16T11:15:39,CVT,,Aprovado o Parecer.,1.0,2313852
2313843-27,2023-05-09,2023-05-09T15:58:36,CPD,,Aprovado o Parecer.,1.0,2313843
2313838-22,2022-10-18,2022-10-18T15:34:26,CESPO,,Aprovado o Parecer.,1.0,2313838
2313838-45,2023-12-19,,CPASF,,"Apresentação do VTS n. 1 CPASF (Voto em Separado), pelo Deputado Marcos Pollon (PL/MS).",0.0,2313838
2313814-29,2024-10-29,2024-10-29T17:31:33,CSAUDE,,Aprovado o Parecer.,1.0,2313814
2313834-2,2022-02-03,2022-02-03T10:28:40,CEXBARRA,REQ 1/2022 CEXBARRA,Aprovado.,1.0,2313834
2313886-87,2023-11-01,2023-11-01T13:27:56,PLEN,,"Aprovado o Substitutivo do Senado Federal ao Projeto de Lei nº 81, de 2022.",1.0,2313886
2313886-84,2023-11-01,2023-11-01T13:26:47,PLEN,,"Aprovada a Redação Final assinada pela Relatora, Dep. Bia Kicis (PL-DF).",1.0,2313886
2313886-55,2023-03-07,2023-03-07T18:56:45,PLEN,,Aprovada a Redação Final assinada pela relatora Dep. Bia Kicis (PL-DF).,1.0,2313886
2313886-52,2023-03-07,2023-03-07T18:55:46,PLEN,,"Aprovado o Substitutivo ao Projeto de Lei nº 81, de 2022, adotado pela relatora da Comissão de Saúde.",1.0,2313886
2313886-47,2023-03-07,2023-03-07T18:32:50,PLEN,,Rejeitado o requerimento de votação nominal do requerimento de retirada de pauta.,0.0,2313886
2313897-52,2023-10-31,2023-10-31T15:00:49,CPD,,Aprovado o Parecer.,1.0,2313897
2313897-37,2023-08-09,2023-08-09T15:07:59,CMULHER,,Aprovado o Parecer.,1.0,2313897
2313872-30,2024-11-13,2024-11-13T11:24:30,CAPADR,,Aprovado o Parecer.,1.0,2313872
2313908-34,2024-07-03,2024-07-03T11:02:56,CINDRE,,Aprovado o Parecer.,1.0,2313908
2313942-56,2024-06-18,2024-06-18T15:51:39,CPD,,Aprovado o Parecer.,1.0,2313942
2313944-32,2023-12-13,2023-12-13T12:12:07,CMADS,,Aprovado o Parecer.,1.0,2313944
2313953-23,2022-11-09,2022-11-09T16:20:25,CTUR,,Aprovado o Parecer.,1.0,2313953
2434342-3,2024-05-22,2024-05-22T10:48:10,CSAUDE,REQ 143/2024 CSAUDE,Aprovado. Subscrito pelos Deputados Dimas Gadelha e Dr. Daniel Soranz.,1.0,2313968
2313969-31,2023-08-23,2023-08-23T12:35:15,CDE,,Aprovado o Parecer.,1.0,2313969
2313978-43,2024-05-21,2024-05-21T15:32:17,CPD,,Aprovado o Parecer.,1.0,2313978
2313981-33,2024-10-15,2024-10-15T15:21:04,CAPADR,,Aprovado o Parecer.,1.0,2313981
2313965-20,2024-12-09,2024-12-09T19:54:17,PLEN,PL 115/2022,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 2548/2024, por ter sido aprovado o REQ 4827/2024 que está apensado ao primeiro.",1.0,2313965
2313965-19,2024-12-09,2024-12-09T19:54:17,PLEN,PL 115/2022,"Aprovado o requerimento nº 4827/2024,do Sr. Elmar Nascimento, que solicita urgência (art. 155) para o PL 2548/2024.",1.0,2313965
2313982-4,2022-02-04,2022-02-04T09:13:38,GTPL2564,REQ 1/2022 GTPL2564,Aprovado.,1.0,2313982
2314002-41,2024-06-05,2024-06-05T16:46:00,CDC,,Rejeitado o Requerimento de Retirada de Pauta.,0.0,2314002
2314002-39,2024-06-05,2024-06-05T16:43:00,CDC,,Rejeitado o Requerimento de Votação Nominal da Retirada de Pauta.,0.0,2314002
2314002-36,2024-05-22,,CDC,,"Apresentação do VTS n. 1 CDC (Voto em Separado), pelo Deputado Gilson Marques (NOVO/SC).",0.0,2314002
2314002-50,2024-12-11,,CDC,,"Apresentação do VTS n. 2 CDC (Voto em Separado), pelo Deputado Aureo Ribeiro (SOLIDARI/RJ).",0.0,2314002
2313995-80,2025-02-19,2025-02-19T17:45:25,PLEN,,"Aprovada a Redação Final assinada pelo relator, Dep. Icaro de Valmir (PL-SE).",1.0,2313995
2313995-78,2025-02-19,2025-02-19T17:44:56,PLEN,,Rejeitada a Emenda ao Substitutivo.,0.0,2313995
2313995-75,2025-02-19,2025-02-19T17:43:27,PLEN,,"Aprovado o Substitutivo ao Projeto de Lei nº 124, de 2022, adotado pelo relator da Comissão de Desenvolvimento Urbano.",1.0,2313995
2313995-52,2024-05-28,2024-05-28T22:50:40,PLEN,,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3202/2023, por ter sido aprovado o REQ 1815/2024 que está apensado ao primeiro.",1.0,2313995
2313995-51,2024-05-28,2024-05-28T22:50:40,SECAP(SGM),,"Realizar o encaminhamento do PL-124/2022 à CINDRE (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,2313995
2313995-50,2024-05-28,2024-05-28T22:50:39,SECAP(SGM),,"Realizar o encaminhamento do PL-124/2022 à CME (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,2313995
2313995-49,2024-05-28,2024-05-28T22:50:39,SECAP(SGM),,"Realizar o encaminhamento do PL-124/2022 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,2313995
2313995-48,2024-05-28,2024-05-28T22:50:38,SECAP(SGM),,"Realizar o encaminhamento do PL-124/2022 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,2313995
2313995-47,2024-05-28,2024-05-28T22:50:38,SECAP(SGM),,"Realizar o encaminhamento do PL-124/2022 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,2313995
2313995-46,2024-05-28,2024-05-28T22:50:35,PLEN,,"Aprovado o requerimento nº 1815/2024,da Sra. Fernanda Melchionna, que solicita urgência (art. 155) para o PL 3202/2023.",1.0,2313995
2314001-30,2024-03-20,2024-03-20T15:10:58,CCULT,,Aprovado o Parecer.,1.0,2314001
2314012-4,2022-12-20,2022-12-22T12:04:48,CMO,AVN 1/2022 CN,Aprovado.,1.0,2314012
2314044-9,2022-02-09,2022-02-09T15:56:40,PLEN,REQ 29/2022,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0,2314044
2314096-22,2024-11-04,2024-11-04T20:21:23,PLEN,PL 142/2022,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 4643/2020, por ter sido aprovado o REQ 4408/2024 que está apensado ao primeiro.",1.0,2314096
2314096-21,2024-11-04,2024-11-04T20:21:21,PLEN,PL 142/2022,"Aprovado o requerimento nº 4408/2024,da Sra. Adriana Ventura, que solicita urgência (art. 155) para o PL 4643/2020.",1.0,2314096
2314081-26,2023-05-24,2023-05-24T10:52:08,CVT,,Aprovado o Parecer.,1.0,2314081
2314125-19,2024-05-28,2024-05-28T22:50:36,PLEN,PL 150/2022,"Aprovado o requerimento nº 1815/2024,da Sra. Fernanda Melchionna, que solicita urgência (art. 155) para o PL 3202/2023.",1.0,2314125
2314131-46,2024-10-30,2024-10-30T12:55:05,CTRAB,,Aprovado o Parecer.,1.0,2314131
2314131-40,2023-03-14,2023-09-21T17:59:56,TESTECOM,,Apro,1.0,2314131
2314131-33,2023-03-14,2023-09-21T17:56:44,TESTECOM,,Rejeitado o Requerimento de Retirada de Pauta.,0.0,2314131
2314131-23,2022-11-30,2022-11-30T10:29:10,CTRAB,,"Aprovado o Requerimento de Adiamento de Discussão, por 5 sessões, do Deputado Tiago Mitraud.",1.0,2314131
2314134-25,2022-05-25,2022-05-25T14:10:48,CIDOSO,,Aprovado o Parecer do Relator Delegado Antônio Furtado (União-RJ).,1.0,2314134
2314139-18,2024-12-12,2024-12-12T14:15:47,PLEN,PL 159/2022,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 2530/2015, por ter sido aprovado o REQ 8250/2018 => PL 2530/2015 que está apensado ao primeiro.",1.0,2314139
2314139-17,2024-12-12,2024-12-12T14:15:44,PLEN,PL 159/2022,"Aprovado o requerimento nº 8250/2018,do Sr. Rodrigo Garcia, que solicita urgência (art. 155) para o PL 2530/2015.",1.0,2314139
2314139-16,2024-10-29,2024-10-29T20:12:57,PLEN,PL 159/2022,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 1112/2023, por ter sido aprovado o REQ 979/2023 que está apensado ao primeiro.",1.0,2314139
2314139-15,2024-10-29,2024-10-29T20:12:53,PLEN,PL 159/2022,"Aprovado o requerimento nº 979/2023,do Sr. Alfredo Gaspar, que solicita urgência (art. 155) para o PL 1112/2023.",1.0,2314139
2314154-2,2022-02-09,2022-02-09T14:39:58,GTPL3890,REQ 1/2022 GTPL3890,"Aprovado, subscrito pelo Deputado Aluisio Mendes.",1.0,2314154
2314158-22,2022-11-30,2022-11-30T11:32:37,CSAUDE,,Aprovado o Parecer.,1.0,2314158
2314160-2,2022-02-09,2022-02-09T14:48:35,GTPL3890,REQ 2/2022 GTPL3890,"Aprovado com a inclusão dos seguintes convidados: por iniciativa da autora, Dep. Tia Eron, VANESSA LIMA - Movimento Infância Livre de Abuso; CARLOS HENRIQUE DIAS - Produtor do Fantástico; LETICIA MORI - jornalista da BBC; GUILHERME BELARMINO - Profissão Repórter; MARIA DO CARMO SANTOS - Presidente do Grupo Vítimas Unidas; NINA MARQUETTI - vítima de violência médica e atriz criadora do movimento #ONDEDOI; ANA PAULA SANTIAGO - vítima; CRISTIANE MACHADO - vítima; MARIA PAULA FIDALGA - atriz, psicóloga, embaixadora da paz da ONU, integrante do Memorial às Vítimas da COVID-19 e Higia Mente Saudável; RAFAEL COSTA - Domingo Espetacular; MONICA MACHADO - Desembargadora do Tribunal de Justiça de São Paulo; LUCIA NUNES BROMERCHENKEL - Promotora de Justiça; ANTONIA URREJOLA NOGUEIRA -Presidente da Comissão Interamericana de Direitos Humanos (CIDH); THABATA TIRELLI - Presidente do Sindicato de Corretoras de Imóveis; PEDRO PEREIRA GOMES - advogado formado pela PUC/SP e administrador público formado pela GV; ROGÉRIO PAGNAN - Jornalista da Folha de São Paulo; ESTER SANCHEZ - Conselheira Titular da Comunidade Brasileira no Exterior; LOU-ANNE GAYLENE GILCHRIST -  Embaixadora Permanente; AURIMAR JACOBINO DE BARROS NUNES - Representante do Brasil; a pedido da Dep. Soraya Santos, MARIA LUÍSA DALLA BERNARDINA RIGOLIN - Delegada de Polícia Titular do Município de Capivari, FERNANDO VELOSO, Delegado do Rio de Janeiro e Secretário de Estado de Administração Penitenciária do Rio de Janeiro; e a pedido do Dep. Aluísio Mendes, representante da FENAPEF - Federação Nacional dos Policiais Federais.",1.0,2314160
2314199-8,2022-02-15,2022-02-15T18:13:45,PLEN,REQ 74/2022,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 263; não:162; total: 425.,1.0,2314199
2314217-10,2022-02-15,2022-02-15T18:31:12,PLEN,REQ 77/2022,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 393; não: 22; abstenção: 1; total: 416.,1.0,2314217
2314220-7,2022-02-15,2022-02-15T17:59:21,PLEN,REQ 78/2022,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0,2314220
