id_votacao,data,data_hora_registro,sigla_orgao,proposicaoObjeto,descricao,aprovacao,id_proposicao
498347-163,2021-05-06,2021-05-06T12:34:36,PLEN,,Mantido o texto.,,498347
498347-158,2021-05-06,2021-05-06T12:16:55,PLEN,,Mantido o texto.,,498347
498347-156,2021-05-06,2021-05-06T12:07:07,PLEN,,"Aprovado o Substitutivo do Senado Federal ao Projeto de Lei nº 1.023-D, de 2011. Sim: 276; não: 90; abstenção: 2; total: 368.",1.0,498347
498347-98,2013-03-26,2013-03-26T17:00:44,PLEN,,"Aprovada a Redação Final assinada pelo Relator, Dep. Onofre Santo Agostini (PSD-SC).",1.0,498347
498347-97,2013-03-26,2013-03-26T17:00:27,PLEN,,"Aprovado o Projeto de Lei nº 1.023, de 2011.",1.0,498347
498347-96,2013-03-26,2013-03-26T17:00:14,PLEN,,"Aprovada a Emenda de Plenário nº 1, com parecer favorável.",1.0,498347
565921-5,2013-03-05,2013-03-05T17:12:16,PLEN,REQ 6874/2013,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0,498347
498347-76,2012-11-27,2012-11-27T20:56:59,PLEN,,"Provido o Recurso nº 163/2012, contra a apreciação conclusiva das Comissões. (Sessão Extraordinária de 27/11/2012 - 20:17).
Fica prejudicado o Recurso nº 164/2012. 
A matéria virá à pauta oportunamente (PL 1.023/2011).",1.0,498347
556277-19,2012-11-27,2012-11-27T20:43:02,PLEN,REC 163/2012,"Aprovado o Recurso nº 163/2012.
DCD do dia 28/11/12 PÁG 39075 COL 02.",1.0,498347
498347-64,2012-09-04,2012-09-04T15:51:23,CCJC,,Aprovado o Parecer.,1.0,498347
498347-46,2012-05-30,2012-05-30T12:38:27,CFT,,Aprovado por Unanimidade o Parecer.,1.0,498347
498347-26,2011-08-31,2011-08-31T12:16:48,CVT,,Aprovado por Unanimidade o Parecer.,1.0,498347
2158510-89,2025-02-18,2025-02-18T17:35:42,PLEN,,"Aprovada a Redação Final assinada pelo relator, Dep. Rubens Pereira Júnior (PT-MA).",1.0,2158510
2158510-87,2025-02-18,2025-02-18T17:35:05,PLEN,,"Aprovado o Substitutivo do Senado Federal ao Projeto de Lei nº 8.954, de 2017.",1.0,2158510
2424991-7,2024-11-12,2024-11-12T18:40:48,PLEN,REQ 1005/2024,Aprovado o Requerimento de Urgência (Art. 155 do RICD).,1.0,2158510
2158510-71,2023-08-01,2023-08-01T18:44:19,CCJC,,Aprovado o Parecer.,1.0,2158510
2158510-43,2018-10-31,2018-10-31T11:16:48,CCJC,,Aprovada a Redação Final.,1.0,2158510
2158510-33,2018-07-10,2018-07-10T11:47:11,MESA,,"Deferido o Requerimento n. 9.009/2018, conforme o seguinte teor de despacho: ""Defiro a retirada do Recurso n. 315/2018, nos termos do art. 104, caput e § 2º, do Regimento Interno da Câmara dos Deputados. Publique-se.""",1.0,2158510
2158510-24,2018-06-06,2018-06-06T12:32:39,CCJC,,Aprovado o Parecer.,1.0,2158510
1301128-80,2022-12-07,2022-12-07T18:53:42,PLEN,,"Aprovada a Redação Final assinada pelo Relator, Dep. Antonio Brito (PSD-BA).",1.0,1301128
1301128-78,2022-12-07,2022-12-07T18:52:57,PLEN,,"Aprovado o Substitutivo do Senado Federal ao Projeto de Lei nº 4.566-A, de 2021.",1.0,1301128
1301128-45,2021-11-30,2021-11-30T18:00:45,PLEN,,"Aprovada a Redação Final assinada pelo Relator, Dep. Antonio Brito (PSD-BA).",1.0,1301128
1301128-43,2021-11-30,2021-11-30T17:59:28,PLEN,,"Aprovado o Substitutivo ao Projeto de Lei nº 1.749, de 2015, adotado pelo Relator da Comissão de Constituição e Justiça e de Cidadania. Sim: 358; não: 17; abstenção: 2; total: 377.",1.0,1301128
2055514-38,2016-03-22,2016-03-22T13:24:31,PLEN,REQ 3566/2015,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).
DCD de 23/03/16 PÁG 148 COL 01.",1.0,1301128
2184458-186,2021-10-06,2021-10-06T16:58:25,PLEN,,"Aprovada a Redação Final assinada pelo Relator, Dep. Carlos Zarattini (PT-SP).",1.0,2184458
2184458-184,2021-10-06,2021-10-06T16:57:25,PLEN,,Aprovada a Emenda do Senado Federal nº 8. Sim: 287; não: 133; abstenção: 2; total: 422.,1.0,2184458
2184458-172,2021-10-05,2021-10-05T20:05:40,PLEN,,"Rejeitada a Emenda do Senado Federal nº 4 ao Projeto de Lei nº 2.505, de 2021, ressalvados os destaques. Sim: 162; não: 253; abstenção: 4; total: 419.",0.0,2184458
2184458-169,2021-10-05,2021-10-05T19:47:45,PLEN,,"Aprovadas as Emendas do Senado Federal nºs 1, 2, 3, 5, 6, 7 e 8 ao Projeto de Lei nº 2.505, de 2021, ressalvados os destaques. Sim: 395; não: 22; abstenção: 3; total: 420.",1.0,2184458
2184458-161,2021-10-05,2021-10-05T18:34:35,PLEN,,Rejeitado o Requerimento. Sim: 60; não: 346; total: 406.,0.0,2184458
2301348-3,2021-10-05,2021-10-05T13:23:52,CPD,REQ 76/2021 CPD,Aprovado.,1.0,2184458
2184458-136,2021-06-16,2021-06-16T20:06:35,PLEN,,Aprovada a Emenda de Redação n° 1.,1.0,2184458
2184458-133,2021-06-16,2021-06-16T20:03:33,PLEN,,"Aprovada a Redação Final assinada pelo Relator, Dep. Carlos Zarattini (PT-SPI).",1.0,2184458
2184458-131,2021-06-16,2021-06-16T20:02:14,PLEN,,Mantido o texto. Sim: 344; não: 104; total: 448.,,2184458
2184458-127,2021-06-16,2021-06-16T19:46:25,PLEN,,Mantido o texto. Sim: 338; não: 105; total: 443.,,2184458
2184458-123,2021-06-16,2021-06-16T19:33:07,PLEN,,Mantido o texto. Sim: 400; não: 49; abstenção: 1; total: 450.,,2184458
2184458-115,2021-06-16,2021-06-16T19:16:28,PLEN,,Rejeitada a Emenda de Plenário n° 2. Sim: 101; não: 357; abestenção: 2; total: 460.,0.0,2184458
2184458-111,2021-06-16,2021-06-16T18:59:11,PLEN,,"Aprovada a Subemenda Substitutiva Global Reformulada ao Projeto de Lei nº 10.887, de 2018, adotada pelo Relator da Comissão Especial, ressalvados os destaques. Sim: 408; não: 67; abstenção: 1; total: 476.",1.0,2184458
2184458-106,2021-06-16,2021-06-16T18:40:37,PLEN,,Rejeitado o Destaque. Sim: 46; não: 370; abstenção: 1; total: 417.,0.0,2184458
2184458-92,2021-06-16,2021-06-16T17:07:43,PLEN,,Rejeitado o Requerimento. Sim: 56; não: 406; abstenção: 1; total: 463.,0.0,2184458
2286932-7,2021-06-15,2021-06-15T17:20:59,PLEN,REQ 1294/2021,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 369; não: 30; total: 399.,1.0,2184458
2227178-2,2019-10-30,2019-10-30T17:55:11,PL10887,REQ 30/2019 PL10887,Aprovado.,1.0,2184458
2223761-2,2019-10-09,2019-10-09T16:57:31,PL10887,REQ 26/2019 PL10887,Aprovado,1.0,2184458
2222392-2,2019-10-02,2019-10-07T09:52:43,PL10887,REQ 25/2019 PL10887,Aprovado,1.0,2184458
2221314-2,2019-09-25,2019-09-25T18:01:57,PL10887,REQ 24/2019 PL10887,Aprovado,1.0,2184458
2220456-3,2019-09-25,2019-09-25T18:01:33,PL10887,REQ 23/2019 PL10887,Aprovado,1.0,2184458
2220149-3,2019-09-25,2019-09-25T18:01:33,PL10887,REQ 22/2019 PL10887,Aprovado,1.0,2184458
2219820-3,2019-09-25,2019-09-25T18:01:33,PL10887,REQ 21/2019 PL10887,Aprovado,1.0,2184458
2219609-3,2019-09-25,2019-09-25T18:01:32,PL10887,REQ 20/2019 PL10887,Aprovado,1.0,2184458
2219388-2,2019-09-11,2019-09-11T13:39:16,PL10887,REQ 19/2019 PL10887,Aprovado,1.0,2184458
2219386-2,2019-09-11,2019-09-11T13:39:16,PL10887,REQ 18/2019 PL10887,Aprovado,1.0,2184458
2219375-2,2019-09-11,2019-09-11T13:39:16,PL10887,REQ 17/2019 PL10887,Aprovado,1.0,2184458
2219022-2,2019-09-11,2019-09-11T13:39:15,PL10887,REQ 16/2019 PL10887,Aprovado,1.0,2184458
2218667-2,2019-09-11,2019-09-11T13:39:15,PL10887,REQ 15/2019 PL10887,"Aprovado, na forma de pedido de informações.",1.0,2184458
2218666-2,2019-09-11,2019-09-11T13:39:15,PL10887,REQ 14/2019 PL10887,Aprovado,1.0,2184458
2218653-2,2019-09-11,2019-09-11T13:39:15,PL10887,REQ 13/2019 PL10887,Aprovado,1.0,2184458
2218618-2,2019-09-11,2019-09-11T13:39:15,PL10887,REQ 12/2019 PL10887,"Aprovado, na forma de Seminário. Subscreveu o Deputado Pompeo de Mattos(PDT/RS).",1.0,2184458
2218615-2,2019-09-11,2019-09-11T13:39:13,PL10887,REQ 11/2019 PL10887,Aprovado,1.0,2184458
2218423-2,2019-09-04,2019-09-04T13:27:50,PL10887,REQ 9/2019 PL10887,Aprovado,1.0,2184458
2218417-2,2019-09-04,2019-09-04T13:26:31,PL10887,REQ 8/2019 PL10887,Aprovado,1.0,2184458
2218414-2,2019-09-04,2019-09-04T13:25:06,PL10887,REQ 7/2019 PL10887,Aprovado,1.0,2184458
2218412-2,2019-09-04,2019-09-04T13:23:44,PL10887,REQ 6/2019 PL10887,Aprovado,1.0,2184458
2218409-2,2019-09-04,2019-09-04T13:21:26,PL10887,REQ 5/2019 PL10887,Aprovado.,1.0,2184458
2217876-2,2019-09-04,2019-09-04T13:03:02,PL10887,REQ 1/2019 PL10887,Aprovado,1.0,2184458
2218230-2,2019-09-04,2019-09-04T13:00:58,PL10887,REQ 4/2019 PL10887,"Aprovado, com os adendos verbais para convidar os senhores: Fábio George Cruz da Nóbrega, Presidente da Associação Nacional dos Procuradores da República - ANPR; Kléber Cabral, Presidente do Sindifisco Nacional; Ministro Napoleão Nunes Maia Filho, do Superior Tribunal de Justiça; Ministro Luiz Fux, do Supremo Tribunal Federal; Fernando Neisser, advogado; Ministro José Múcio Monteiro, do Tribunal de Contas da União, propostos pelo Dep. Carlos Zarattini; Ministro Gilmar Mendes, do Supremo Tribunal Federal; Professores Luiz Tarcísio Teixeira Ferreira, Pedro Serrano, Márcio Cammarosano; Juiz Sílvio Ferreira da Rocha; Desembargador José Marcos Lunardelli; Promotor Eduardo Dias; Ministro Herman Benjamim, do Superior Tribunal de Justiça; Newton Lima, propostos pelo Dep. Paulo Teixeira; ex-Ministro Eduardo Jorge e ex-Prefeito de Maringá, Sílvio Magalhães,  propostos pelo Dep. Ricardo Barros. Subscreveu o requerimento o Dep. Paulo Teixeira.",1.0,2184458
2218229-2,2019-09-04,2019-09-04T12:56:53,PL10887,REQ 3/2019 PL10887,"Aprovado, na forma de Seminário, em vez de Audiência Pública.",1.0,2184458
2217921-2,2019-09-04,2019-09-04T12:54:21,PL10887,REQ 2/2019 PL10887,Aprovado,1.0,2184458
540979-132,2024-03-19,2024-03-19T15:33:13,CCJC,,Aprovada a Redação Final.,1.0,540979
540979-117,2023-12-13,2023-12-13T13:09:05,CCJC,,Aprovado o Parecer.,1.0,540979
540979-106,2023-09-20,2023-09-20T10:50:42,CMADS,,Aprovado o Parecer.,1.0,540979
540979-92,2022-06-01,2022-06-01T10:48:32,CAPADR,,Aprovado o Parecer.,1.0,540979
540979-72,2013-08-20,2013-08-20T15:09:56,CCJC,,Aprovada a Redação Final.,1.0,540979
540979-57,2013-07-02,2013-07-02T15:55:02,CCJC,,Aprovado o Parecer.,1.0,540979
540979-44,2013-03-20,2013-03-20T11:36:38,CMADS,,"Aprovado o Parecer, contra o voto do Deputado Leonardo Monteiro.",1.0,540979
540979-29,2012-08-22,2012-08-22T10:59:00,CAPADR,,Aprovado por Unanimidade o Parecer.,1.0,540979
2279545-9,2021-04-29,2021-04-29T14:07:30,PLEN,REQ 882/2021,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 390; não: 19; total: 409.,1.0,459323
459323-60,2011-12-13,2011-12-13T15:45:53,CCJC,,Aprovada a Redação Final.,1.0,459323
459323-43,2011-10-26,2011-10-26T12:41:52,CCJC,,Aprovado o Parecer.,1.0,459323
459323-22,2010-05-19,2010-05-19T11:46:07,CTRAB,,Aprovado por Unanimidade o Parecer.,1.0,459323
2268424-55,2021-02-23,2021-02-23T18:48:37,PLEN,,"Aprovada a Redação Final assinada pelo Relator, Dep. Pedro Westphalen (PP-RS).",1.0,2268424
2268424-53,2021-02-23,2021-02-23T18:46:56,PLEN,,Rejeitada a Emenda de Plenário nº 14.,0.0,2268424
2268424-52,2021-02-23,2021-02-23T18:31:24,PLEN,,Rejeitada a Emenda de Plenário nº 3.,0.0,2268424
2268424-49,2021-02-23,2021-02-23T18:16:22,PLEN,,Mantido o texto.,,2268424
2268424-44,2021-02-23,2021-02-23T18:02:03,PLEN,,"Aprovada a Subemenda Substitutiva Global oferecida ao Projeto de Lei de Conversão, ressalvados os destaques.",1.0,2268424
2268424-42,2021-02-23,2021-02-23T18:01:16,PLEN,,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e pela inadequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.",1.0,2268424
2268424-41,2021-02-23,2021-02-23T17:53:52,PLEN,,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e à adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.",1.0,2268424
2268424-34,2021-02-23,2021-02-23T16:55:56,PLEN,,Aprovado o Requerimento.,1.0,2268424
946514-132,2023-03-22,2023-03-22T18:57:11,PLEN,,"Aprovada a Redação Final assinada pelo Relator, Dep. Bandeira de Mello (PSB-RJ).",1.0,946514
946514-130,2023-03-22,2023-03-22T18:52:29,PLEN,,"Aprovadas as Emendas do Senado Federal ao Projeto de Lei nº 2.419-D, de 2021.",1.0,946514
2352308-8,2023-03-22,2023-03-22T16:16:28,PLEN,REQ 808/2023,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0,946514
946514-112,2021-12-09,2021-12-09T09:49:08,CMADS,,Aprovado o Parecer.,1.0,946514
946514-98,2021-09-08,2021-09-08T10:35:31,CE,,Rejeitado o Requerimento de Retirada de Pauta.,0.0,946514
946514-97,2021-09-08,2021-09-08T10:12:11,CE,,Aprovado o Parecer.,1.0,946514
946514-73,2017-05-02,2017-05-02T16:36:59,CCJC,,Aprovada a Redação Final.,1.0,946514
946514-58,2017-04-04,2017-04-04T16:47:13,CCJC,,Aprovado o Parecer.,1.0,946514
946514-38,2015-10-07,2015-10-07T11:44:44,CMADS,,Aprovado o Parecer por unanimidade.,1.0,946514
946514-26,2015-07-15,2015-07-15T12:45:48,CE,,Aprovado o Parecer.,1.0,946514
