id_votacao,sigla_partido,orientacao
559138-201,UNIÃO,Sim
559138-201,NOVO,Sim
559138-201,PP,Liberado
559138-201,Governo,Não
559138-201,Maioria,Não
559138-201,Fdr PT-PCdoB-PV,Não
559138-224,Maioria,Sim
559138-224,Governo,Sim
559138-224,PL,Não
559138-224,PDT,Sim
559138-224,AVANTE,Sim
559138-224,PODE,Sim
559138-224,UNIÃO,Não
559138-224,NOVO,Não
559138-224,Minoria,Não
559138-224,Fdr PT-PCdoB-PV,Sim
559138-224,Oposição,Não
559138-224,PSB,Sim
559138-225,Governo,Não
559138-225,PODE,Não
559138-225,Minoria,Sim
559138-225,Maioria,Não
559138-225,PDT,Não
559138-225,Fdr PSOL-REDE,Não
559138-225,PL,Sim
559138-225,MDB,Não
559138-225,Fdr PT-PCdoB-PV,Não
559138-225,PSD,Não
559138-225,Oposição,Sim
2259474-8,PSOL,Não
2259474-8,PSC,Sim
2259474-8,SOLIDARIEDADE,Sim
2259474-8,Oposição,Liberado
2259474-8,PSDB,Sim
2259474-8,PODE,Sim
2259474-8,PL,Sim
2259474-8,Governo,Sim
2259474-8,PSL,Sim
2259474-8,PSB,Sim
2259474-8,PROS,Sim
2259474-8,NOVO,Sim
2259474-8,REDE,Não
2259474-8,PSD,Sim
2259474-8,PTB,Sim
2259474-8,MDB,Sim
2259474-8,CIDADANIA,Sim
2259474-8,DEM,Sim
2259474-8,Minoria,Liberado
2259474-8,Maioria,Sim
2259474-8,PDT,Sim
2259474-8,AVANTE,Sim
2259474-8,PCdoB,Sim
2259474-8,REPUBLICANOS,Sim
2259474-8,PP,Sim
601739-113,MDB,Sim
601739-113,Governo,Sim
601739-113,REDE,Não
601739-113,PV,Não
601739-113,PSD,Não
601739-113,REPUBLICANOS,Não
601739-113,PTB,Sim
601739-113,PL,Sim
601739-113,PSB,Não
601739-113,PT,Não
601739-113,UNIÃO,Não
601739-113,PATRIOTA,Não
1672576-193,PPS,Sim
1672576-193,PslPpPsd...,Sim
1672576-193,PSB,Não
1672576-193,SOLIDARIEDADE,Sim
1672576-193,PRB,Sim
1672576-193,NOVO,Sim
1672576-193,PSOL,Não
1672576-193,PT,Não
1672576-193,PCdoB,Não
1672576-193,PdtPodePros...,Liberado
1672576-193,Oposição,Não
1672576-193,Governo,Sim
1672576-193,Minoria,Não
1672576-193,PSDB,Sim
1672576-193,Patriota,Sim
1672576-221,Oposição,Liberado
1672576-221,Minoria,Liberado
1672576-221,PL,Não
1672576-221,Maioria,Não
1672576-221,Bl MdbPsdRepPode,Não
1672576-221,Fdr PSOL-REDE,Sim
1672576-221,Governo,Não
1672576-221,NOVO,Sim
1672576-221,Bl UniPpFdrPsdbCid...,Não
1672576-221,Fdr PT-PCdoB-PV,Não
1672576-221,PSB,Não
1672576-171,PslPpPsd...,Liberado
1672576-171,PdtPodePros...,Liberado
1672576-171,NOVO,Não
1672576-171,PT,Sim
1672576-171,PSOL,Sim
1672576-171,PPS,Não
1672576-171,PCdoB,Sim
1672576-171,PRB,Não
1672576-171,SOLIDARIEDADE,Não
1672576-136,PPS,Sim
1672576-136,PslPpPsd...,Sim
1672576-136,PT,Obstrução
1672576-136,NOVO,Sim
1672576-136,PdtSdPode...,Liberado
1672576-136,Oposição,Não
1672576-136,PSB,Liberado
1672576-136,Minoria,Liberado
1672576-136,PSOL,Obstrução
1672576-136,PRB,Sim
1672576-136,Governo,Sim
1672576-136,Patriota,Sim
1672576-153,PRB,Não
1672576-153,PCdoB,Sim
1672576-153,PslPpPsd...,Não
1672576-153,Patriota,Não
1672576-153,PSB,Sim
1672576-153,PSOL,Obstrução
1672576-153,Governo,Não
1672576-153,PT,Obstrução
1672576-153,PdtSdPode...,Sim
1672576-153,NOVO,Não
1672576-153,PPS,Não
1672576-177,NOVO,Não
1672576-177,PslPpPsd...,Não
1672576-177,PPS,Não
1672576-177,PT,Não
1672576-177,PRB,Não
1672576-177,PdtPodePros...,Não
1672576-177,Patriota,Não
1672576-177,PSOL,Não
1672576-177,PSB,Não
1672576-177,SOLIDARIEDADE,Não
1672576-177,PCdoB,Não
1672576-128,NOVO,Não
1672576-128,PRB,Não
1672576-128,PT,Obstrução
1672576-128,PslPpPsd...,Não
1672576-128,PPS,Não
1672576-128,Governo,Não
1672576-128,PSOL,Obstrução
1672576-128,PSB,Liberado
1672576-128,Minoria,Liberado
1672576-128,PdtSdPode...,Liberado
1672576-147,Minoria,Sim
1672576-147,PPS,Não
1672576-147,PdtSdPode...,Não
1672576-147,PCdoB,Sim
1672576-147,PSB,Não
1672576-147,Patriota,Não
1672576-147,PslPpPsd...,Não
1672576-147,Governo,Não
1672576-147,PT,Obstrução
1672576-147,PRB,Não
1672576-147,NOVO,Não
1672576-147,PSOL,Obstrução
1672576-124,PPS,Não
1672576-124,NOVO,Não
1672576-124,Oposição,Liberado
1672576-124,PslPpPsd...,Não
1672576-124,Governo,Não
1672576-124,PSOL,Obstrução
1672576-124,PdtSdPode...,Liberado
1672576-124,PT,Obstrução
1672576-124,PSB,Liberado
1672576-124,PRB,Não
1672576-141,Minoria,Sim
1672576-141,PSB,Sim
1672576-141,Governo,Liberado
1672576-141,PPS,Não
1672576-141,PSOL,Obstrução
1672576-141,PRB,Não
1672576-141,PdtSdPode...,Sim
1672576-141,Oposição,Sim
1672576-141,PT,Sim
1672576-141,NOVO,Não
1672576-141,PslPpPsd...,Liberado
1672576-101,Patriota,Não
1672576-101,PPS,Não
1672576-101,PslPpPsd...,Não
1672576-101,NOVO,Não
1672576-101,PRB,Não
1672576-101,Governo,Não
1672576-101,Minoria,Liberado
1672576-101,PSB,Liberado
1672576-101,PT,Obstrução
1672576-101,PdtSdPode...,Não
1672576-101,PSOL,Obstrução
1672576-150,PSOL,Sim
1672576-150,Governo,Não
1672576-150,Patriota,Liberado
1672576-150,PPS,Não
1672576-150,NOVO,Não
1672576-150,PRB,Não
1672576-150,PCdoB,Sim
1672576-150,PdtSdPode...,Sim
1672576-150,PSB,Sim
1672576-150,PslPpPsd...,Não
1672576-150,PT,Sim
1672576-133,PPS,Não
1672576-133,PRB,Não
1672576-133,PslPpPsd...,Não
1672576-133,PSB,Liberado
1672576-133,PdtSdPode...,Liberado
1672576-133,NOVO,Não
1672576-133,PSOL,Obstrução
1672576-133,Patriota,Obstrução
1672576-133,Oposição,Sim
1672576-133,PT,Obstrução
1672576-133,Governo,Não
1672576-133,Minoria,Sim
1672576-120,PRB,Não
1672576-120,PSB,Liberado
1672576-120,PdtSdPode...,Liberado
1672576-120,PSOL,Obstrução
1672576-120,PT,Obstrução
1672576-120,NOVO,Não
1672576-120,PslPpPsd...,Não
1672576-120,PPS,Não
1672576-120,Patriota,Não
2076875-108,Oposição,Não
2076875-108,UNIÃO,Não
2076875-108,Fdr PSOL-REDE,Sim
2076875-108,Governo,Sim
1672576-109,PslPpPsd...,Sim
1672576-109,PdtSdPode...,Liberado
1672576-109,Minoria,Não
1672576-109,NOVO,Sim
1672576-109,PT,Obstrução
1672576-109,PSOL,Obstrução
1672576-109,PPS,Sim
1672576-109,Patriota,Sim
1672576-109,PRB,Não
1672576-109,Governo,Sim
1672576-109,PSB,Liberado
2080604-396,PpPtbPsc,Sim
2080604-396,PRB,Liberado
2080604-396,PtnPtdoBPsl,Sim
2080604-396,PSB,Sim
2080604-396,PmdbPen,Sim
2080604-396,PSDB,Não
2080604-396,REDE,Liberado
2080604-396,DEM,Sim
2080604-396,PDT,Sim
2080604-396,PR,Sim
2080604-396,PT,Sim
2080604-396,PPS,Não
2080604-396,PCdoB,Sim
2080604-396,Solidaried,Sim
2080604-396,PSD,Sim
2080604-402,PpPtbPsc,Não
2080604-402,PmdbPen,Não
2080604-402,PSDB,Não
2080604-402,PPS,Não
2080604-402,DEM,Não
2080604-402,Solidaried,Não
2080604-402,PSB,Não
2080604-402,PDT,Não
2080604-402,PT,Não
2080604-402,PCdoB,Não
2080604-402,PSD,Não
2080604-402,PR,Não
2080604-399,PpPtbPsc,Não
2080604-399,PCdoB,Não
2080604-399,PSOL,Não
2080604-399,PT,Não
2080604-399,PR,Não
2080604-399,PSB,Não
2080604-399,DEM,Não
2080604-399,PDT,Não
2080604-399,PtnPtdoBPsl,Não
2080604-399,PmdbPen,Não
2080604-399,PPS,Não
2080604-399,PRB,Não
2080604-399,PSDB,Não
2080604-399,PSD,Não
2080604-371,PCdoB,Não
2080604-371,Solidaried,Não
2080604-371,PSD,Não
2080604-371,PDT,Não
2080604-371,PmdbPen,Não
2080604-371,PRB,Não
2080604-371,PV,Não
2080604-371,PT,Não
2080604-371,PSDB,Não
2080604-371,Minoria,Não
2080604-371,PSOL,Não
2080604-371,PPS,Sim
2080604-371,PpPtbPsc,Não
2080604-371,PSB,Não
2080604-371,PR,Não
2080604-371,DEM,Não
2080604-390,PpPtbPsc,Não
2080604-390,PDT,Não
2080604-390,DEM,Não
2080604-390,PT,Não
2080604-390,PRB,Não
2080604-390,PHS,Sim
2080604-390,PmdbPen,Não
2080604-390,Solidaried,Não
2080604-390,PCdoB,Não
2080604-390,PSDB,Não
2080604-390,PSB,Sim
2080604-390,PPS,Sim
2080604-390,PR,Não
2080604-380,PR,Sim
2080604-380,PPS,Não
2080604-380,PRB,Sim
2080604-380,PSB,Sim
2080604-380,PT,Sim
2080604-380,PtnPtdoBPsl,Liberado
2080604-380,PSD,Liberado
2080604-380,PmdbPen,Sim
2080604-380,PCdoB,Sim
2080604-380,Minoria,Sim
2080604-380,PDT,Sim
2080604-380,PSOL,Sim
2080604-380,PSDB,Não
2080604-380,DEM,Liberado
2080604-380,PpPtbPsc,Sim
2080604-380,Solidaried,Sim
2080604-384,PRB,Sim
2080604-384,PSOL,Não
2080604-384,PSD,Não
2080604-384,PHS,Sim
2080604-384,PPS,Sim
2080604-384,PT,Não
2080604-384,PR,Não
2080604-384,PCdoB,Não
2080604-384,PSDB,Sim
2080604-384,PmdbPen,Não
2080604-384,PDT,Não
2080604-384,PSB,Sim
2080604-384,DEM,Sim
2080604-384,Solidaried,Não
2080604-384,PpPtbPsc,Não
2080604-377,PRB,Sim
2080604-377,DEM,Sim
2080604-377,Minoria,Não
2080604-377,PDT,Não
2080604-377,PpPtbPsc,Não
2080604-377,PR,Não
2080604-377,PSOL,Não
2080604-377,PCdoB,Não
2080604-377,PHS,Sim
2080604-377,PSDB,Sim
2080604-377,Solidaried,Não
2080604-377,PmdbPen,Não
2080604-377,PSD,Não
2080604-377,PPS,Sim
2080604-377,PtnPtdoBPsl,Liberado
2080604-377,PT,Não
2080604-377,PSB,Sim
2080604-387,DEM,Sim
2080604-387,Minoria,Não
2080604-387,PmdbPen,Não
2080604-387,PR,Não
2080604-387,PDT,Não
2080604-387,PPS,Sim
2080604-387,PpPtbPsc,Não
2080604-387,PSB,Não
2080604-387,Solidaried,Não
2080604-387,PT,Não
2080604-387,PSD,Sim
2080604-387,PSDB,Sim
2080604-387,PCdoB,Não
2080604-387,PRB,Não
2080937-6,PpPtbPsc,Sim
2080937-6,PSB,Sim
2080937-6,PPS,Sim
2080937-6,PV,Sim
2080937-6,Solidaried,Sim
2080937-6,PmdbPen,Sim
2080937-6,DEM,Sim
2080937-6,PSOL,Não
2080937-6,PHS,Não
2080937-6,PR,Sim
2080937-6,PCdoB,Sim
2080937-6,REDE,Não
2080937-6,PSDB,Sim
2080937-6,PRB,Sim
2080937-6,PT,Sim
2080937-6,PDT,Sim
2080937-6,PtnPtdoBPsl,Sim
2080937-6,PSD,Sim
2080604-374,REDE,Sim
2080604-374,PtnPtdoBPsl,Não
2080604-374,PCdoB,Não
2080604-374,PRB,Sim
2080604-374,DEM,Não
2080604-374,PT,Não
2080604-374,PR,Não
2080604-374,PSDB,Sim
2080604-374,PPS,Sim
2080604-374,PSD,Não
2080604-374,Solidaried,Não
2080604-374,PV,Não
2080604-374,PSB,Não
2080604-374,PpPtbPsc,Não
2080604-374,PDT,Não
2080604-374,PmdbPen,Não
2080604-374,PSOL,Não
2080604-358,PPS,Não
2080604-358,PCdoB,Sim
2080604-358,PSD,Sim
2080604-358,PRB,Sim
2080604-358,PtnPtdoBPsl,Sim
2080604-358,PSB,Sim
2080604-358,PR,Sim
2080604-358,PSDB,Sim
2080604-358,PSOL,Sim
2080604-358,PDT,Sim
2080604-358,PROS,Sim
2080604-358,DEM,Liberado
2080604-358,Solidaried,Sim
2080604-358,PHS,Sim
2080604-358,PV,Não
2080604-358,REDE,Não
2080604-358,PmdbPen,Sim
2080604-358,PT,Sim
2080604-358,Minoria,Sim
2080604-358,PpPtbPsc,Sim
2080604-367,PmdbPen,Não
2080604-367,PROS,Não
2080604-367,PSD,Não
2080604-367,PRB,Não
2080604-367,PV,Não
2080604-367,REDE,Não
2080604-367,PSB,Não
2080604-367,DEM,Não
2080604-367,Minoria,Não
2080604-367,Governo,Não
2080604-367,PtnPtdoBPsl,Não
2080604-367,PSOL,Não
2080604-367,PSDB,Não
2080604-367,Solidaried,Não
2080604-367,PpPtbPsc,Não
2080604-367,PDT,Não
2080604-367,PCdoB,Não
2080604-367,PPS,Não
2080604-367,PRP,Não
2080604-367,PMB,Não
2080604-367,PR,Não
2080604-367,PHS,Não
2080604-367,PT,Não
2080604-354,Governo,Sim
2080604-354,PSDB,Sim
2080604-354,Solidaried,Sim
2080604-354,PMB,Sim
2080604-354,PT,Sim
2080604-354,PRB,Sim
2080604-354,PSOL,Sim
2080604-354,REDE,Sim
2080604-354,PHS,Sim
2080604-354,PPS,Sim
2080604-354,PROS,Sim
2080604-354,PtnPtdoBPsl,Sim
2080604-354,PmdbPen,Sim
2080604-354,Minoria,Sim
2080604-354,PDT,Sim
2080604-354,PSD,Sim
2080604-354,PpPtbPsc,Sim
2080604-354,DEM,Sim
2080604-354,PR,Sim
2080604-354,PV,Sim
2080604-354,PSB,Sim
2080604-354,PCdoB,Sim
2080604-364,PCdoB,Sim
2080604-364,PSD,Sim
2080604-364,Solidaried,Sim
2080604-364,REDE,Não
2080604-364,PRB,Sim
2080604-364,PpPtbPsc,Sim
2080604-364,PDT,Sim
2080604-364,PR,Sim
2080604-364,PSB,Sim
2080604-364,PtnPtdoBPsl,Sim
2080604-364,PROS,Liberado
2080604-364,PT,Sim
2080604-364,PSDB,Liberado
2080604-364,PPS,Não
2080604-364,DEM,Liberado
2080604-364,PHS,Liberado
2080604-364,PSOL,Não
2080604-364,PV,Não
2080604-364,Minoria,Sim
2080604-364,PmdbPen,Sim
2080604-314,DEM,Sim
2080604-314,PMDB,Não
2080604-314,PRB,Sim
2080604-314,PDT,Não
2080604-314,PCdoB,Não
2080604-314,PTB,Não
2080604-314,PP**,Não
2080604-314,Governo,Liberado
2080604-314,PR,Não
2080604-314,PHS,Sim
2080604-314,PSD,Liberado
2080604-314,PSB,Sim
2080604-314,PROS,Sim
2080604-314,PSC,Sim
2080604-314,PSDB,Sim
2080604-314,PT,Não
2080604-314,REDE,Sim
2080604-314,PPS,Sim
2080604-314,Minoria,Não
2080604-314,PTN,Não
2219905-7,CIDADANIA,Não
2219905-7,Governo,Não
2219905-7,SOLIDARIEDADE,Liberado
2219905-7,PCdoB,Não
2219905-7,PSB,Liberado
2219905-7,PROS,Não
2219905-7,PDT,Sim
2219905-7,PSD,Liberado
2219905-7,PSL,Não
2219905-7,Maioria,Sim
2219905-7,PT,Obstrução
2219905-7,PpMdbPtb,Sim
2219905-7,PSDB,Liberado
2219905-7,PODE,Não
2219905-7,PSOL,Não
2219905-7,PL,Liberado
2219905-7,DEM,Sim
2219905-7,NOVO,Não
2219905-7,PV,Sim
2219905-7,REPUBLICANOS,Não
2219905-7,PSC,Não
2144995-104,PODE,Não
2144995-104,PscPtb,Não
2144995-104,NOVO,Não
2144995-104,PATRIOTA,Não
2144995-104,REDE,
2144995-104,UNIÃO,Não
2144995-104,PCdoB,Obstrução
2144995-104,Governo,Não
2144995-104,PL,Não
2144995-104,PROS,Não
2144995-104,Maioria,Não
2144995-104,PT,Obstrução
2144995-104,AVANTE,Não
2144995-104,MDB,
2144995-104,PP,Não
2144995-104,PV,
2144995-104,PDT,Não
2144995-104,PSDB,Não
2144995-104,PSB,
2144995-104,CIDADANIA,
2144995-104,Oposição,
2144995-104,PSD,Não
2144995-104,PSOL,Não
2144995-104,SOLIDARIEDADE,Não
2144995-104,REPUBLICANOS,Não
2144995-104,Minoria,Liberado
2379582-7,Fdr PT-PCdoB-PV,Sim
2379582-7,Bl UniPpFdrPsdbCid...,Sim
2379582-7,Fdr PSOL-REDE,Sim
2379582-7,Bl MdbPsdRepPode,Sim
2379582-7,Governo,Sim
2379582-7,Oposição,Sim
2379582-7,Maioria,Sim
2379582-7,PL,Sim
2379582-7,Minoria,Sim
2379582-7,NOVO,Não
2144995-99,REPUBLICANOS,Não
2144995-99,CIDADANIA,Não
2144995-99,PDT,Não
2144995-99,Governo,Não
2144995-99,AVANTE,Não
2144995-99,Oposição,
2144995-99,PODE,Não
2144995-99,NOVO,Não
2144995-99,PSOL,
2144995-99,PP,Não
2144995-99,PV,
2144995-99,PSDB,Não
2144995-99,SOLIDARIEDADE,Não
2144995-99,PSD,Não
2144995-99,PATRIOTA,Não
2144995-99,PscPtb,Não
2144995-99,PCdoB,Obstrução
2144995-99,REDE,
2144995-99,MDB,Não
2144995-99,PROS,Não
2144995-99,UNIÃO,Não
2144995-99,PT,Obstrução
2144995-99,Minoria,
2144995-99,Maioria,Não
2144995-99,PL,Não
2144995-99,PSB,
2163986-7,PDT,Sim
2163986-7,PSOL,Sim
2163986-7,PL,Sim
2163986-7,PSL,Sim
2163986-7,PODE,Sim
2163986-7,PSDB,Sim
2163986-7,CIDADANIA,Sim
2163986-7,PCdoB,Sim
2163986-7,Minoria,Sim
2163986-7,PpMdbPtb,Sim
2163986-7,PSB,Sim
2163986-7,REPUBLICANOS,Sim
2163986-7,Governo,Sim
2163986-7,PT,Sim
2163986-7,DEM,Sim
2163986-7,SOLIDARIEDADE,Sim
2163986-7,NOVO,Sim
2163986-7,PSC,Sim
2163986-7,PSD,Sim
2163986-7,Oposição,Sim
2190288-81,PRB,Não
2190288-81,PSC,Não
2190288-81,PODE,Sim
2190288-81,PSD,Liberado
2190288-81,PV,Sim
2190288-81,Maioria,Não
2190288-81,Governo,Sim
2190288-81,PSOL,Não
2190288-81,SOLIDARIEDADE,Não
2190288-81,Minoria,Não
2190288-81,AVANTE,Não
2190288-81,PROS,Sim
2190288-81,CIDADANIA,Sim
2190288-81,PSDB,Liberado
2190288-81,PpMdbPtb,Não
2190288-81,PT,Não
2190288-81,NOVO,Sim
2190288-81,PL,Não
2190288-81,PCdoB,Não
2190288-81,Oposição,Não
2190288-81,PDT,Não
2190288-81,PSB,Não
2190288-81,DEM,Não
2190288-81,PSL,Sim
2187087-196,PSL,Sim
2187087-196,DEM,Não
2187087-196,PSOL,Sim
2187087-196,CIDADANIA,Sim
2187087-196,PSDB,Sim
2187087-196,PCdoB,Não
2187087-196,NOVO,Sim
2187087-196,PSD,Não
2187087-196,PV,Sim
2187087-196,PSB,Não
2187087-196,PODE,Sim
2187087-196,REPUBLICANOS,Não
2187087-196,PDT,Não
2187087-196,PL,Não
2187087-196,PSC,Não
2187087-196,PpMdbPtb,Não
2187087-196,PT,Não
2187087-196,SOLIDARIEDADE,Não
2187087-192,PCdoB,Não
2187087-192,PDT,Não
2187087-192,PSL,Sim
2187087-192,CIDADANIA,Sim
2187087-192,PT,Não
2187087-192,PV,Sim
2187087-192,PSC,Não
2187087-192,PSDB,Sim
2187087-192,DEM,Não
2187087-192,REPUBLICANOS,Não
2187087-192,PL,Não
2187087-192,NOVO,Sim
2187087-192,PSD,Não
2187087-192,SOLIDARIEDADE,Não
2187087-192,PSB,Não
2187087-192,PODE,Sim
2187087-192,PpMdbPtb,Não
2187087-179,PL,Não
2187087-179,PDT,Não
2187087-179,CIDADANIA,Sim
2187087-179,PSDB,Sim
2187087-179,PSOL,Sim
2187087-179,DEM,Não
2187087-179,PpMdbPtb,Não
2187087-179,PSB,Não
2187087-179,REPUBLICANOS,Não
2187087-179,PSC,Não
2187087-179,PT,Não
2187087-179,PSD,Não
2187087-179,NOVO,Sim
2187087-179,SOLIDARIEDADE,Não
2187087-179,PODE,Sim
2187087-179,PSL,Sim
2187087-179,PV,Sim
2187087-179,REDE,Sim
2187087-179,PCdoB,Não
2187087-174,Oposição,Liberado
2187087-174,PSL,Sim
2187087-174,SOLIDARIEDADE,Não
2187087-174,PMN,Sim
2187087-174,DEM,Não
2187087-174,PDT,Não
2187087-174,PSB,Não
2187087-174,REPUBLICANOS,Não
2187087-174,PSD,Não
2187087-174,PV,Sim
2187087-174,PCdoB,Não
2187087-174,PL,Não
2187087-174,PSOL,Sim
2187087-174,REDE,Sim
2187087-174,PSDB,Sim
2187087-174,PpMdbPtb,Não
2187087-174,PODE,Sim
2187087-174,NOVO,Sim
2187087-174,PSC,Não
2187087-174,CIDADANIA,Sim
2187087-174,PT,Não
2187087-162,CIDADANIA,Obstrução
2187087-162,PSB,Liberado
2187087-162,PpMdbPtb,Não
2187087-162,PDT,Não
2187087-162,REPUBLICANOS,Não
2187087-162,SOLIDARIEDADE,Não
2187087-162,DEM,Não
2187087-162,PSD,Não
2187087-162,PCdoB,Não
2187087-162,PSDB,Sim
2187087-162,PSOL,Obstrução
2187087-162,Minoria,Não
2187087-162,PV,Obstrução
2187087-162,PT,Não
2187087-162,NOVO,Obstrução
2187087-162,PL,Não
2187087-162,PSL,Obstrução
2187087-162,PODE,Sim
2187087-155,PpMdbPtb,Não
2187087-155,PSL,Obstrução
2187087-155,Maioria,Não
2187087-155,NOVO,Obstrução
2187087-155,PSDB,Sim
2187087-155,PODE,Obstrução
2187087-155,DEM,Não
2187087-155,REPUBLICANOS,Não
2187087-155,PROS,Não
2187087-155,PSC,Não
2187087-155,PSOL,Sim
2187087-155,PV,Obstrução
2187087-155,PSB,Liberado
2187087-155,PDT,Não
2187087-155,PCdoB,Não
2187087-155,PMN,Obstrução
2187087-155,PL,Não
2187087-155,CIDADANIA,Obstrução
2187087-155,PSD,Não
2187087-155,PT,Não
2187087-155,SOLIDARIEDADE,Não
2187087-169,PL,Não
