id_deputado,nome_deputado,siglaPartido,siglaUf,idLegislatura,email
220691,Diego Coronel,PSD,BA,57,dep.diegocoronel@camara.leg.br
178929,Diego Garcia,REPUBLICANOS,PR,57,dep.diegogarcia@camara.leg.br
73768,Dilceu Sperafico,PP,PR,57,dep.dilceusperafico@camara.leg.br
220671,Dilvanda Faro,PT,PA,57,dep.dilvandafaro@camara.leg.br
160599,Dimas Fabiano,PP,MG,57,dep.dimasfabiano@camara.leg.br
220602,Dimas Gadelha,PT,RJ,57,dep.dimasgadelha@camara.leg.br
143632,Domingos Neto,PSD,CE,57,dep.domingosneto@camara.leg.br
160758,Domingos Sávio,PL,MG,57,dep.domingossavio@camara.leg.br
220573,Dorinaldo Malafaia,PDT,AP,57,dep.dorinaldomalafaia@camara.leg.br
227433,Douglas Viegas,UNIÃO,SP,57,dep.douglasviegas@camara.leg.br
204450,Doutor Luizinho,PP,RJ,57,dep.doutorluizinho@camara.leg.br
221339,Dr Benjamim,UNIÃO,MA,57,
227401,Dr Fabio Rueda,UNIÃO,AC,57,
227991,Dr Flávio,PL,RJ,57,
226708,Dr. Allan Garcês,PP,MA,57,dep.allangarces@camara.leg.br
221339,Dr. Benjamim,UNIÃO,MA,57,
220614,Dr. Daniel Soranz,PSD,RJ,57,
220610,Dr. Fernando Máximo,UNIÃO,RO,57,dep.dr.fernandomaximo@camara.leg.br
220688,Dr. Francisco,PT,PI,57,dep.dr.francisco@camara.leg.br
204518,Dr. Frederico,PATRIOTA,MG,57,dep.dr.frederico@camara.leg.br
204518,Dr. Frederico,PRD,MG,57,dep.dr.frederico@camara.leg.br
212625,Dr. Gonçalo,PODE,MA,57,
220570,Dr. Ismael Alexandrino,PSD,GO,57,dep.dr.ismaelalexandrino@camara.leg.br
204481,Dr. Jaziel,PL,CE,57,dep.dr.jaziel@camara.leg.br
204351,Dr. Luiz Ovando,PP,MS,57,dep.dr.luizovando@camara.leg.br
228616,Dr. Remy Soares,PP,MA,57,
220528,Dr. Victor Linhalis,PODE,ES,57,dep.dr.victorlinhalis@camara.leg.br
204412,Dr. Zacharias Calil,UNIÃO,GO,57,dep.dr.zachariascalil@camara.leg.br
220674,Dra. Alessandra Haber,MDB,PA,57,dep.dra.alessandrahaber@camara.leg.br
230088,Dra. Mayra Pinheiro,PL,CE,57,
220686,Duarte,PSB,MA,57,dep.duartejr@camara.leg.br
227800,Duarte Gonçalves Jr,PSC,MG,57,
227800,Duarte Gonçalves Jr,PODE,MG,57,
227800,Duarte Gonçalves Jr,REPUBLICANOS,MG,57,
220686,Duarte Jr.,PSB,MA,57,dep.duartejr@camara.leg.br
220540,Duda Ramos,MDB,RR,57,dep.dudaramos@camara.leg.br
220623,Duda Salabert,PDT,MG,57,dep.dudasalabert@camara.leg.br
204541,Eduardo Bismarck,PDT,CE,57,
92346,Eduardo Bolsonaro,PL,SP,57,
141421,Eduardo da Fonte,PP,PE,57,dep.eduardodafonte@camara.leg.br
220589,Eduardo Velloso,UNIÃO,AC,57,dep.eduardovelloso@camara.leg.br
74075,Elcione Barbalho,MDB,PA,57,dep.elcionebarbalho@camara.leg.br
204364,Eli Borges,PL,TO,57,dep.eliborges@camara.leg.br
226553,Eliane Braz,PSD,CE,57,
229585,Elisangela Araujo,PT,BA,57,
220008,Eliza Virgínia,PP,PB,57,
178854,Elmar Nascimento,UNIÃO,BA,57,dep.elmarnascimento@camara.leg.br
218086,Ely Santos,REPUBLICANOS,SP,57,dep.elysantos@camara.leg.br
198783,Emanuel Pinheiro Neto,MDB,MT,57,dep.emanuelpinheironeto@camara.leg.br
161550,Emidinho Madeira,PL,MG,57,dep.emidinhomadeira@camara.leg.br
225730,Enfermeira Ana Paula,PDT,CE,57,dep.enfermeiraanapaula@camara.leg.br
225730,Enfermeira Ana Paula,PODE,CE,57,dep.enfermeiraanapaula@camara.leg.br
230765,Enfermeira Rejane,PCdoB,RJ,57,dep.enfermeirarejane@camara.leg.br
132504,Enio Verri,PT,PR,57,
220663,Eriberto Medeiros,PSB,PE,57,dep.eribertomedeiros@camara.leg.br
220645,Erika Hilton,PSOL,SP,57,dep.erikahilton@camara.leg.br
160575,Erika Kokay,PT,DF,57,dep.erikakokay@camara.leg.br
160640,Eros Biondini,PL,MG,57,dep.erosbiondini@camara.leg.br
204482,Euclydes Pettersen,PSC,MG,57,
204482,Euclydes Pettersen,REPUBLICANOS,MG,57,
74454,Eunício Oliveira,MDB,CE,57,dep.euniciooliveira@camara.leg.br
178871,Evair Vieira de Melo,PP,ES,57,dep.evairvieirademelo@camara.leg.br
178905,Fabio Garcia,UNIÃO,MT,57,
68720,Fábio Henrique,UNIÃO,SE,57,
220681,Fábio Macedo,PODE,MA,57,dep.fabiomacedo@camara.leg.br
171623,Fabio Reis,PSD,SE,57,
204368,Fabio Schiochet,UNIÃO,SC,57,dep.fabioschiochet@camara.leg.br
220653,Fábio Teruel,MDB,SP,57,dep.fabioteruel@camara.leg.br
66828,Fausto Pinato,PP,SP,57,dep.faustopinato@camara.leg.br
220712,Fausto Santos Jr.,UNIÃO,AM,57,dep.faustosantosjr@camara.leg.br
220646,Felipe Becari,UNIÃO,SP,57,dep.felipebecari@camara.leg.br
72442,Felipe Carreras,PSB,PE,57,dep.felipecarreras@camara.leg.br
204398,Felipe Francischini,UNIÃO,PR,57,dep.felipefrancischini@camara.leg.br
227370,Felipe Saliba,PATRIOTA,MG,57,
227370,Felipe Saliba,PRD,MG,57,
160666,Félix Mendonça Júnior,PDT,BA,57,dep.felixmendoncajunior@camara.leg.br
204407,Fernanda Melchionna,PSOL,RS,57,dep.fernandamelchionna@camara.leg.br
220656,Fernanda Pessoa,UNIÃO,CE,57,dep.fernandapessoa@camara.leg.br
141431,Fernando Coelho Filho,UNIÃO,PE,57,dep.fernandocoelhofilho@camara.leg.br
204445,Fernando Mineiro,PT,RN,57,dep.fernandomineiro@camara.leg.br
92699,Fernando Monteiro,PP,PE,57,dep.fernandomonteiro@camara.leg.br
92699,Fernando Monteiro,REPUBLICANOS,PE,57,dep.fernandomonteiro@camara.leg.br
204427,Fernando Rodolfo,PL,PE,57,dep.fernandorodolfo@camara.leg.br
204411,Filipe Barros,PL,PR,57,dep.filipebarros@camara.leg.br
220545,Filipe Martins,PL,TO,57,dep.filipemartins@camara.leg.br
160598,Flávia Morais,PDT,GO,57,dep.flaviamorais@camara.leg.br
225727,Flavinha,MDB,MT,57,
191923,Flávio Nogueira,PT,PI,57,dep.flavionogueira@camara.leg.br
220700,Florentino Neto,PT,PI,57,dep.florentinoneto@camara.leg.br
220551,Franciane Bayer,REPUBLICANOS,RS,57,dep.francianebayer@camara.leg.br
204494,Fred Costa,PATRIOTA,MG,57,dep.fredcosta@camara.leg.br
204494,Fred Costa,PRD,MG,57,dep.fredcosta@camara.leg.br
220534,Fred Linhares,REPUBLICANOS,DF,57,dep.fredlinhares@camara.leg.br
224117,Gabriel Mota,REPUBLICANOS,RR,57,dep.gabrielmota@camara.leg.br
220708,Gabriel Nunes,PSD,BA,57,dep.gabrielnunes@camara.leg.br
204473,General Girão,PL,RN,57,dep.generalgirao@camara.leg.br
220611,General Pazuello,PL,RJ,57,dep.generalpazuello@camara.leg.br
178966,Geovania de Sá,PSDB,SC,57,dep.geovaniadesa@camara.leg.br
220702,Geraldo Mendes,UNIÃO,PR,57,dep.geraldomendes@camara.leg.br
74374,Geraldo Resende,PSDB,MS,57,dep.geraldoresende@camara.leg.br
220587,Gerlen Diniz,PP,AC,57,
204394,Gervásio Maia,PSB,PB,57,dep.gervasiomaia@camara.leg.br
74383,Giacobo,PL,PR,57,dep.giacobo@camara.leg.br
204491,Gilberto Abramo,REPUBLICANOS,MG,57,dep.gilbertoabramo@camara.leg.br
74270,Gilberto Nascimento,PSC,SP,57,dep.gilbertonascimento@camara.leg.br
74270,Gilberto Nascimento,PSD,SP,57,dep.gilbertonascimento@camara.leg.br
220529,Gilson Daniel,PODE,ES,57,dep.gilsondaniel@camara.leg.br
204365,Gilson Marques,NOVO,SC,57,dep.gilsonmarques@camara.leg.br
220526,Gilvan da Federal,PL,ES,57,dep.gilvandafederal@camara.leg.br
220531,Gilvan Maximo,REPUBLICANOS,DF,57,dep.gilvanmaximo@camara.leg.br
160673,Giovani Cherini,PL,RS,57,dep.giovanicherini@camara.leg.br
226179,Gisela Simona,UNIÃO,MT,57,dep.giselasimona@camara.leg.br
152605,Glauber Braga,PSOL,RJ,57,dep.glauberbraga@camara.leg.br
229333,Gláucia Santiago,PL,MG,57,
204419,Glaustin da Fokus,PSC,GO,57,dep.glaustindafokus@camara.leg.br
204419,Glaustin da Fokus,PODE,GO,57,dep.glaustindafokus@camara.leg.br
107283,Gleisi Hoffmann,PT,PR,57,
198197,Greyce Elias,AVANTE,MG,57,dep.greyceelias@camara.leg.br
220639,Guilherme Boulos,PSOL,SP,57,dep.guilhermeboulos@camara.leg.br
204531,Guilherme Derrite,PL,SP,57,
220664,Guilherme Uchoa,PSB,PE,57,dep.guilhermeuchoa@camara.leg.br
220568,Gustavo Gayer,PL,GO,57,dep.gustavogayer@camara.leg.br
204408,Gustinho Ribeiro,REPUBLICANOS,SE,57,dep.gustinhoribeiro@camara.leg.br
204456,Gutemberg Reis,MDB,RJ,57,dep.gutembergreis@camara.leg.br
178964,Heitor Schuch,PSB,RS,57,dep.heitorschuch@camara.leg.br
178873,Helder Salomão,PT,ES,57,dep.heldersalomao@camara.leg.br
220537,Helena Lima,MDB,RR,57,dep.helenalima@camara.leg.br
178909,Hélio Leite,UNIÃO,PA,57,
204444,Helio Lopes,PL,RJ,57,dep.heliolopes@camara.leg.br
220672,Henderson Pinto,MDB,PA,57,dep.hendersonpinto@camara.leg.br
227324,Henrique Júnior,PL,MA,57,
204539,Hercílio Coelho Diniz,MDB,MG,57,dep.herciliocoelhodiniz@camara.leg.br
100689,Hildo do Candango,REPUBLICANOS,GO,57,
178884,Hildo Rocha,MDB,MA,57,dep.hildorocha@camara.leg.br
141450,Hugo Leal,PSD,RJ,57,dep.hugoleal@camara.leg.br
160674,Hugo Motta,REPUBLICANOS,PB,57,dep.hugomotta@camara.leg.br
220563,Icaro de Valmir,PL,SE,57,dep.icarodevalmir@camara.leg.br
204533,Idilvan Alencar,PDT,CE,57,
204508,Igor Timo,PODE,MG,57,dep.igortimo@camara.leg.br
204508,Igor Timo,PSD,MG,57,dep.igortimo@camara.leg.br
98615,Ismael,PSD,SC,57,dep.ismael@camara.leg.br
220570,Ismael Alexandrino,PSD,GO,57,dep.dr.ismaelalexandrino@camara.leg.br
204436,Isnaldo Bulhões Jr.,MDB,AL,57,dep.isnaldobulhoesjr@camara.leg.br
230764,Ivan Junior,UNIÃO,MA,57,
73531,Ivan Valente,PSOL,SP,57,dep.ivanvalente@camara.leg.br
220696,Ivoneide Caetano,PT,BA,57,dep.ivoneidecaetano@camara.leg.br
220670,Iza Arruda,MDB,PE,57,dep.izaarruda@camara.leg.br
220527,Jack Rocha,PT,ES,57,dep.jackrocha@camara.leg.br
220697,Jadyel Alencar,PV,PI,57,dep.jadyelalencar@camara.leg.br
220697,Jadyel Alencar,REPUBLICANOS,PI,57,dep.jadyelalencar@camara.leg.br
74848,Jandira Feghali,PCdoB,RJ,57,dep.jandirafeghali@camara.leg.br
220567,Jeferson Rodrigues,REPUBLICANOS,GO,57,dep.jefersonrodrigues@camara.leg.br
74273,Jefferson Campos,PL,SP,57,dep.jeffersoncampos@camara.leg.br
160531,Jhonatan de Jesus,REPUBLICANOS,RR,57,
141456,Jilmar Tatto,PT,SP,57,dep.jilmartatto@camara.leg.br
141458,João Carlos Bacelar,PL,BA,57,dep.joaocarlosbacelar@camara.leg.br
230957,João Cury,MDB,SP,57,dep.joaocury@camara.leg.br
178970,João Daniel,PT,SE,57,dep.joaodaniel@camara.leg.br
74550,João Leão,PP,BA,57,dep.joaoleao@camara.leg.br
141459,João Maia,PL,RN,57,dep.joaomaia@camara.leg.br
141459,João Maia,PP,RN,57,dep.joaomaia@camara.leg.br
178910,Joaquim Passarinho,PL,PA,57,dep.joaquimpassarinho@camara.leg.br
160548,Jonas Donizette,PSB,SP,57,dep.jonasdonizette@camara.leg.br
217480,Jones Moura,PSD,RJ,57,
205550,Jorge Braz,REPUBLICANOS,RJ,57,dep.jorgebraz@camara.leg.br
214694,Jorge Goetten,PL,SC,57,
214694,Jorge Goetten,REPUBLICANOS,SC,57,
178857,Jorge Solla,PT,BA,57,dep.jorgesolla@camara.leg.br
141464,José Airton Félix Cirilo,PT,CE,57,dep.joseairtonfelixcirilo@camara.leg.br
141470,José Guimarães,PT,CE,57,dep.joseguimaraes@camara.leg.br
204472,José Medeiros,PL,MT,57,dep.josemedeiros@camara.leg.br
204391,José Nelto,PP,GO,57,dep.josenelto@camara.leg.br
204391,José Nelto,UNIÃO,GO,57,dep.josenelto@camara.leg.br
74079,José Priante,MDB,PA,57,dep.josepriante@camara.leg.br
74554,José Rocha,UNIÃO,BA,57,dep.joserocha@camara.leg.br
209189,Joseildo Ramos,PT,BA,57,dep.joseildoramos@camara.leg.br
220578,Josenildo,PDT,AP,57,dep.josenildo@camara.leg.br
74141,Josias Gomes,PT,BA,57,dep.josiasgomes@camara.leg.br
204563,Josimar Maranhãozinho,PL,MA,57,dep.josimarmaranhaozinho@camara.leg.br
215043,Josivaldo JP,PSD,MA,57,dep.josivaldojp@camara.leg.br
204474,Juarez Costa,MDB,MT,57,dep.juarezcosta@camara.leg.br
220559,Julia Zanatta,PL,SC,57,dep.juliazanatta@camara.leg.br
220640,Juliana Cardoso,PT,SP,57,dep.julianacardoso@camara.leg.br
228837,Juliana Kolankiewicz,MDB,MT,57,
66385,Julio Arcoverde,PP,PI,57,dep.julioarcoverde@camara.leg.br
74317,Júlio Cesar,PSD,PI,57,dep.juliocesar@camara.leg.br
204372,Julio Cesar Ribeiro,REPUBLICANOS,DF,57,dep.juliocesarribeiro@camara.leg.br
74253,Julio Lopes,PP,RJ,57,dep.juliolopes@camara.leg.br
228797,Júlio Oliveira,PP,TO,57,
204457,Juninho do Pneu,UNIÃO,RJ,57,dep.juninhodopneu@camara.leg.br
204520,Junio Amaral,PL,MG,57,dep.junioamaral@camara.leg.br
204497,Júnior Ferrari,PSD,PA,57,dep.juniorferrari@camara.leg.br
204574,Junior Lourenço,PL,MA,57,dep.juniorlourenco@camara.leg.br
204550,Júnior Mano,PL,CE,57,dep.juniormano@camara.leg.br
204550,Júnior Mano,PSB,CE,57,dep.juniormano@camara.leg.br
178886,Juscelino Filho,UNIÃO,MA,57,dep.juscelinofilho@camara.leg.br
208297,Katia Dias,PSC,MG,57,dep.katiadias@camara.leg.br
208297,Katia Dias,PODE,MG,57,dep.katiadias@camara.leg.br
208297,Katia Dias,REPUBLICANOS,MG,57,dep.katiadias@camara.leg.br
220677,Keniston Braga,MDB,PA,57,dep.kenistonbraga@camara.leg.br
162067,Kiko Celeguim,PT,SP,57,dep.kikoceleguim@camara.leg.br
